case_id,agent_type,persona_type,difficulty,v_i,judge_s_resolution,judge_s_completeness,judge_s_tone,s_answer_quality,s_grounding,grounding_order_id,grounding_status,grounding_amount,grounding_policy_claim,grounding_policy_condition,s_outcome,tool_f1,tool_arg_correctness,tool_result_usage,s_tool,used_tools,expected_tools,traj_flow_order,traj_no_loops,traj_no_redundancy,traj_identity_verified,s_trajectory,total_tokens,execution_seconds,s_efficiency,i_fatal,fatal_reasons,s_raw,s_agent,proxy_cost,net_value
OOS_014,Reflection,Adversarial,easy,1,1,1,3,10.0,100.0,True,,,,,46.0,0.667,1.0,1.0,83.3,query_order,query_order|track_shipping,True,True,True,True,100.0,25828,169.23,32.8,0,,56.2,56.2,20.61,0.3559
OOS_015,Reflection,Adversarial,easy,1,2,2,4,35.0,100.0,True,,,,,61.0,0.667,1.0,1.0,83.3,query_order,query_order|track_shipping,True,True,True,True,100.0,25817,168.29,32.9,0,,63.7,63.7,20.6,0.431
OOS_016,Reflection,Adversarial,hard,1,2,2,4,35.0,100.0,True,True,,,,61.0,0.667,1.0,1.0,83.3,query_order,query_order|track_shipping,True,True,True,True,100.0,25861,167.77,31.3,0,,63.4,63.4,20.61,0.4279
OOS_017,Reflection,Adversarial,hard,1,5,5,4,95.0,100.0,True,True,,,,97.0,1.0,1.0,1.0,100.0,query_order,query_order,True,True,True,True,100.0,26002,170.5,30.8,0,,84.7,84.7,20.64,0.6406
OOS_018,Reflection,Adversarial,hard,1,2,2,3,30.0,100.0,True,,,,,58.0,1.0,1.0,1.0,100.0,query_order,query_order,True,True,True,True,100.0,25862,168.8,31.2,0,,65.2,65.2,20.61,0.4459
OOS_019,Reflection,Adversarial,hard,1,4,2,4,60.0,100.0,True,True,,,,76.0,0.667,1.0,1.0,83.3,query_order,query_order|track_shipping,True,True,True,True,100.0,25891,170.76,30.8,0,,70.8,70.8,20.62,0.5018
OOS_020,Reflection,Adversarial,medium,1,2,2,2,25.0,100.0,True,True,,,,55.0,0.667,1.0,1.0,83.3,query_order,query_order|track_shipping,True,True,True,True,100.0,18880,81.88,76.1,0,,69.4,69.4,14.1,0.553
OOS_021,Reflection,Adversarial,medium,1,3,2,4,47.5,100.0,True,True,,,,68.5,0.667,1.0,1.0,83.3,query_order,query_order|track_shipping,True,True,True,True,100.0,25910,169.65,36.7,0,,68.2,68.2,20.62,0.4758
OOS_022,Reflection,Adversarial,medium,1,2,2,5,40.0,100.0,True,True,,,,64.0,0.667,1.0,1.0,83.3,query_order,query_order|track_shipping,True,True,True,True,100.0,18893,127.52,48.9,0,,68.4,68.4,14.1,0.543
OOS_023,Reflection,Adversarial,medium,1,2,2,3,30.0,100.0,True,True,,,,58.0,0.667,1.0,1.0,83.3,query_order,query_order|track_shipping,True,True,True,True,100.0,25810,170.17,36.6,0,,63.0,63.0,20.6,0.424
OOS_024,Reflection,Adversarial,easy,1,4,2,4,60.0,100.0,True,True,,,,76.0,0.667,1.0,1.0,83.3,query_order,query_order|track_shipping,True,True,True,True,100.0,25777,168.3,32.9,0,,71.2,71.2,20.6,0.506
OOS_025,Reflection,Adversarial,easy,1,3,2,2,37.5,100.0,True,True,,,,62.5,0.667,1.0,1.0,83.3,query_order,query_order|track_shipping,True,True,True,True,100.0,25779,168.88,32.8,0,,64.5,64.5,20.6,0.439
OOS_026,Reflection,Adversarial,easy,1,3,2,3,42.5,100.0,True,True,,,,65.5,0.667,1.0,1.0,83.3,query_order,query_order|track_shipping,True,True,True,True,100.0,25766,170.35,32.5,0,,65.9,65.9,20.59,0.4531
OOS_027,Reflection,Adversarial,easy,1,1,1,3,10.0,100.0,True,,,,,46.0,1.0,1.0,1.0,100.0,query_order,query_order,True,True,True,True,100.0,25816,169.07,32.8,0,,59.6,59.6,20.6,0.39
OOS_028,Reflection,Adversarial,hard,1,2,2,2,25.0,100.0,True,,,,,55.0,1.0,1.0,1.0,100.0,apply_refund|query_order,apply_refund|query_order,True,True,True,True,100.0,25929,169.31,31.1,0,,63.7,63.7,20.63,0.4307
OOS_029,Reflection,Adversarial,hard,1,2,1,3,22.5,100.0,True,,,,,53.5,0.667,1.0,1.0,83.3,query_order,apply_refund|query_order,True,True,True,True,100.0,25996,169.26,31.1,0,,59.6,59.6,20.64,0.3896
OOS_030,Reflection,Adversarial,hard,1,2,2,4,35.0,100.0,True,,,,,61.0,0.667,1.0,1.0,83.3,query_order,apply_refund|query_order,True,True,True,True,100.0,25932,169.6,31.0,0,,63.4,63.4,20.63,0.4277
OOS_031,Reflection,Adversarial,medium,1,5,3,4,80.0,100.0,True,,,,,88.0,1.0,1.0,1.0,100.0,apply_refund|query_order,apply_refund|query_order,True,True,True,True,100.0,25820,169.34,36.8,0,,81.4,81.4,20.6,0.608
OOS_032,Reflection,Adversarial,medium,1,2,2,3,30.0,100.0,True,,,,,58.0,1.0,1.0,1.0,100.0,apply_refund|query_order,apply_refund|query_order,True,True,True,True,100.0,25860,169.2,36.8,0,,66.4,66.4,20.61,0.4579
OOS_033,Reflection,Adversarial,medium,1,1,1,5,20.0,100.0,True,,,,,52.0,0.667,1.0,1.0,83.3,query_order,apply_refund|query_order,True,True,True,True,100.0,25863,169.43,36.8,0,,60.0,60.0,20.61,0.3939
OOS_034,Reflection,Adversarial,easy,1,2,2,3,30.0,100.0,True,,,,,58.0,0.667,1.0,1.0,83.3,query_order,apply_refund|query_order,True,True,True,True,100.0,25755,169.11,32.8,0,,62.2,62.2,20.59,0.4161
OOS_035,Reflection,Adversarial,easy,1,2,2,3,30.0,100.0,True,,,,,58.0,1.0,1.0,1.0,100.0,apply_refund|query_order,apply_refund|query_order,True,True,True,True,100.0,25736,169.14,32.8,0,,65.6,65.6,20.59,0.4501
OOS_036,Reflection,Adversarial,hard,1,1,2,2,12.5,100.0,,,,,,47.5,0.0,1.0,0.0,25.0,query_order,get_policy,True,True,True,True,100.0,64826,87.12,60.4,0,,50.8,50.8,34.07,0.1673
OOS_037,Reflection,Adversarial,hard,1,1,1,3,10.0,100.0,True,True,,,,46.0,0.0,1.0,1.0,50.0,cancel_order|query_order,get_policy,True,True,True,True,100.0,124969,184.37,28.5,0,,48.7,48.7,57.13,-0.0843
OOS_038,Reflection,Adversarial,medium,1,1,3,5,35.0,100.0,,,,,,61.0,0.0,1.0,0.0,25.0,query_order,get_policy,True,True,True,True,100.0,57483,79.22,78.7,0,,61.2,61.2,27.48,0.3372
OOS_039,Reflection,Adversarial,medium,1,1,1,2,5.0,100.0,,,,,,43.0,0.0,1.0,1.0,50.0,,get_policy,True,True,True,True,100.0,92899,160.22,38.9,0,,49.3,49.3,50.17,-0.0087
OOS_040,Reflection,Adversarial,easy,1,1,1,5,20.0,100.0,True,True,,,,52.0,0.0,1.0,1.0,50.0,,get_policy,True,True,True,True,100.0,65090,108.84,50.9,0,,56.2,56.2,39.13,0.1707
OOS_041,Reflection,Adversarial,easy,1,1,1,3,10.0,100.0,True,,,,,46.0,0.0,1.0,1.0,50.0,,get_policy,True,True,True,True,100.0,58949,101.43,54.7,0,,53.9,53.9,42.8,0.111
OOS_042,Reflection,Adversarial,hard,1,1,1,2,5.0,100.0,,,,,,43.0,0.0,1.0,1.0,50.0,,cancel_order|query_order,True,True,True,True,100.0,135078,179.66,29.3,0,,47.4,47.4,59.32,-0.1192
OOS_043,Reflection,Adversarial,hard,1,1,1,2,5.0,100.0,True,,,,,43.0,0.667,1.0,1.0,83.3,cancel_order|query_order,query_order,True,True,True,True,100.0,69666,103.95,50.6,0,,58.3,58.3,35.12,0.2318
OOS_044,Reflection,Adversarial,medium,1,2,3,4,42.5,100.0,True,True,,,,65.5,1.0,1.0,1.0,100.0,cancel_order|query_order,cancel_order|query_order,True,True,True,True,100.0,84221,123.36,50.5,0,,72.8,72.8,48.28,0.2452
OOS_045,Reflection,Adversarial,medium,1,5,5,5,100.0,100.0,,,True,,,100.0,1.0,1.0,0.5,87.5,cancel_order|query_order,cancel_order|query_order,True,True,True,True,100.0,96850,130.92,47.6,0,,87.0,87.0,41.02,0.4598
OOS_046,Reflection,Adversarial,easy,1,1,1,3,10.0,100.0,,True,,,,46.0,0.667,1.0,1.0,83.3,query_order,cancel_order|query_order,True,True,True,True,100.0,94571,123.26,45.0,0,,58.7,58.7,40.53,0.1817
OOS_047,Reflection,Adversarial,hard,1,1,1,4,15.0,100.0,,,,,,49.0,0.0,1.0,1.0,50.0,cancel_order|query_order,get_policy,True,True,True,True,100.0,205607,293.04,17.9,0,,48.1,48.1,74.63,-0.2653
OOS_048,Reflection,Adversarial,hard,1,1,1,2,5.0,0.0,,False,,,,3.0,0.0,1.0,1.0,50.0,,get_policy,True,True,True,True,100.0,195919,305.13,17.2,0,,24.9,24.9,72.53,-0.4763
OOS_049,Reflection,Adversarial,medium,1,2,3,5,47.5,100.0,,,,,,68.5,0.0,1.0,1.0,50.0,,get_policy,True,True,True,True,100.0,200774,290.46,21.5,0,,58.5,58.5,73.58,-0.1508
OOS_050,Reflection,Adversarial,easy,1,1,1,2,5.0,0.0,,,False,,,3.0,0.0,1.0,1.0,50.0,,get_policy,True,True,True,True,100.0,112580,175.98,31.5,0,,27.8,27.8,54.44,-0.2664
OOS_001,Single-slot,Adversarial,hard,1,1,1,2,5.0,100.0,True,,True,,,43.0,0.667,1.0,1.0,83.3,query_order,query_order|track_shipping,True,True,True,True,100.0,24589,45.21,100.0,0,,68.2,68.2,25.34,0.4286
OOS_002,Single-slot,Adversarial,hard,1,2,2,3,30.0,100.0,True,,,,,58.0,0.667,1.0,1.0,83.3,query_order,query_order|track_shipping,True,True,True,True,100.0,36770,70.19,74.9,0,,70.6,70.6,37.98,0.3262
OOS_003,Single-slot,Adversarial,hard,1,1,1,2,5.0,100.0,,,True,,,43.0,0.667,1.0,1.0,83.3,query_order,query_order|track_shipping,True,True,True,True,100.0,35349,64.08,82.1,0,,64.6,64.6,32.67,0.3193
OOS_004,Single-slot,Adversarial,hard,1,2,2,2,25.0,50.0,True,,False,,,35.0,0.667,1.0,1.0,83.3,query_order,query_order|track_shipping,True,True,True,True,100.0,34351,63.37,83.0,0,,60.8,60.8,37.46,0.2334
OOS_005,Single-slot,Adversarial,hard,1,1,1,2,5.0,100.0,True,,True,,,43.0,0.5,1.0,1.0,75.0,cancel_order|query_order,query_order|track_shipping,True,True,True,True,100.0,24317,43.75,100.0,0,,66.5,66.5,25.28,0.4122
OOS_006,Single-slot,Adversarial,medium,1,1,1,2,5.0,100.0,True,,,,,43.0,0.5,1.0,1.0,75.0,cancel_order|query_order,query_order|track_shipping,True,True,True,True,100.0,34278,63.13,98.7,0,,66.2,66.2,37.44,0.2876
OOS_007,Single-slot,Adversarial,medium,1,1,1,2,5.0,100.0,True,,True,,,43.0,0.667,1.0,1.0,83.3,query_order,query_order|track_shipping,True,True,True,True,100.0,34861,63.7,97.8,0,,67.7,67.7,32.57,0.3513
OOS_008,Single-slot,Adversarial,medium,1,1,1,2,5.0,100.0,,,True,,,43.0,1.0,1.0,1.0,100.0,query_order,query_order,True,True,True,True,100.0,24387,44.85,100.0,0,,71.5,71.5,25.29,0.4621
OOS_009,Single-slot,Adversarial,medium,1,2,2,2,25.0,100.0,,,,,,55.0,0.667,1.0,1.0,83.3,query_order,query_order|track_shipping,True,True,True,True,100.0,34287,63.01,98.9,0,,73.9,73.9,37.44,0.3646
OOS_010,Single-slot,Adversarial,medium,1,1,1,4,15.0,100.0,True,,,,,49.0,0.5,1.0,1.0,75.0,cancel_order|query_order,apply_refund|query_order,True,True,True,True,100.0,24264,44.36,100.0,0,,69.5,69.5,25.27,0.4423
OOS_011,Single-slot,Adversarial,easy,1,1,1,2,5.0,100.0,,,True,,,43.0,0.667,1.0,1.0,83.3,query_order,get_policy|query_order,True,True,True,True,100.0,34177,61.28,90.5,0,,66.3,66.3,32.42,0.3388
OOS_012,Single-slot,Adversarial,easy,1,1,1,2,5.0,50.0,,False,True,,,23.0,1.0,1.0,1.0,100.0,query_order,query_order,True,True,True,True,100.0,24216,43.77,100.0,0,,61.5,61.5,25.26,0.3624
OOS_013,Single-slot,Adversarial,easy,1,1,2,4,22.5,100.0,True,,True,,,53.5,0.667,1.0,1.0,83.3,cancel_order|query_order,query_order,True,True,True,True,100.0,24251,40.14,100.0,0,,73.4,73.4,25.26,0.4814
OOS_014,Single-slot,Adversarial,easy,1,1,1,3,10.0,50.0,True,False,,,,26.0,0.667,1.0,1.0,83.3,query_order,query_order|track_shipping,True,True,True,True,100.0,37265,68.95,80.4,0,,55.7,55.7,38.09,0.1761
OOS_015,Single-slot,Adversarial,easy,1,1,1,2,5.0,66.7,True,False,True,,,29.7,0.667,1.0,1.0,83.3,query_order,query_order|track_shipping,True,True,True,True,100.0,34440,63.14,87.8,0,,59.1,59.1,37.48,0.2162
OOS_016,Single-slot,Adversarial,hard,1,1,1,2,5.0,100.0,True,True,True,,,43.0,0.667,1.0,1.0,83.3,query_order,query_order|track_shipping,True,True,True,True,100.0,24154,42.91,100.0,0,,68.2,68.2,25.24,0.4296
OOS_017,Single-slot,Adversarial,hard,1,5,5,5,100.0,100.0,True,True,,,,100.0,0.667,0.5,0.5,58.3,cancel_order|query_order,query_order,True,True,True,True,100.0,20063,35.95,100.0,0,,91.7,91.7,34.36,0.5734
OOS_018,Single-slot,Adversarial,hard,1,1,1,2,5.0,66.7,True,False,True,,,29.7,1.0,1.0,1.0,100.0,query_order,query_order,True,True,True,True,100.0,24249,43.36,100.0,0,,64.8,64.8,25.26,0.3954
OOS_019,Single-slot,Adversarial,hard,1,1,1,2,5.0,100.0,True,True,True,,,43.0,0.667,1.0,1.0,83.3,query_order,query_order|track_shipping,True,True,True,True,100.0,37861,70.05,75.1,0,,63.2,63.2,38.22,0.2498
OOS_020,Single-slot,Adversarial,medium,1,2,2,2,25.0,100.0,True,True,True,,,55.0,0.667,1.0,1.0,83.3,query_order,query_order|track_shipping,True,True,True,True,100.0,39781,65.63,95.0,0,,73.2,73.2,38.64,0.3456
OOS_021,Single-slot,Adversarial,medium,1,2,2,3,30.0,100.0,True,True,True,,,58.0,0.667,1.0,1.0,83.3,query_order,query_order|track_shipping,True,True,True,True,100.0,34443,63.35,98.4,0,,75.3,75.3,37.48,0.3782
OOS_022,Single-slot,Adversarial,medium,1,5,4,3,82.5,100.0,True,True,,,,89.5,0.667,1.0,1.0,83.3,query_order,query_order|track_shipping,True,True,True,True,100.0,40281,73.43,84.9,0,,88.4,88.4,38.74,0.4966
OOS_023,Single-slot,Adversarial,medium,1,1,1,2,5.0,100.0,True,True,True,,,43.0,0.667,1.0,1.0,83.3,query_order,query_order|track_shipping,True,True,True,True,100.0,34552,62.24,100.0,0,,68.2,68.2,32.5,0.357
OOS_024,Single-slot,Adversarial,easy,1,2,2,4,35.0,100.0,True,True,,,,61.0,0.667,1.0,1.0,83.3,query_order,query_order|track_shipping,True,True,True,True,100.0,36826,66.74,83.1,0,,73.8,73.8,37.99,0.3581
OOS_025,Single-slot,Adversarial,easy,1,2,2,2,25.0,100.0,True,True,True,,,55.0,0.667,1.0,1.0,83.3,query_order,query_order|track_shipping,True,True,True,True,100.0,36600,65.32,84.9,0,,71.1,71.1,37.94,0.3316
OOS_026,Single-slot,Adversarial,easy,1,2,2,2,25.0,100.0,True,True,True,,,55.0,0.667,1.0,1.0,83.3,query_order,query_order|track_shipping,True,True,True,True,100.0,36199,65.04,85.2,0,,71.2,71.2,37.86,0.3334
OOS_027,Single-slot,Adversarial,easy,1,1,1,2,5.0,66.7,True,False,True,,,29.7,0.667,1.0,1.0,83.3,cancel_order|query_order,query_order,True,True,True,True,100.0,24101,42.82,100.0,0,,61.5,61.5,25.23,0.3627
OOS_028,Single-slot,Adversarial,hard,1,2,4,3,45.0,100.0,True,,True,,,67.0,0.667,1.0,1.0,83.3,query_order,apply_refund|query_order,True,True,True,True,100.0,24317,43.73,100.0,0,,80.2,80.2,25.28,0.5492
OOS_029,Single-slot,Adversarial,hard,1,2,2,2,25.0,66.7,True,False,True,,,41.7,0.667,1.0,1.0,83.3,query_order,apply_refund|query_order,True,True,True,True,100.0,24560,44.4,100.0,0,,67.5,67.5,25.33,0.4217
OOS_030,Single-slot,Adversarial,hard,1,5,5,5,100.0,50.0,,False,True,,,80.0,0.667,1.0,1.0,83.3,query_order,apply_refund|query_order,True,True,True,True,100.0,24217,43.72,100.0,0,,86.7,86.7,25.26,0.6144
OOS_031,Single-slot,Adversarial,medium,1,3,3,2,45.0,66.7,True,False,True,,,53.7,0.667,1.0,1.0,83.3,query_order,apply_refund|query_order,True,True,True,True,100.0,24190,43.7,100.0,0,,73.5,73.5,25.25,0.4825
OOS_032,Single-slot,Adversarial,medium,1,1,1,2,5.0,66.7,True,False,True,,,29.7,0.667,1.0,1.0,83.3,query_order,apply_refund|query_order,True,True,True,True,100.0,34808,62.33,100.0,0,,61.5,61.5,32.56,0.2894
OOS_033,Single-slot,Adversarial,medium,1,2,2,3,30.0,50.0,,False,True,,,38.0,0.667,1.0,1.0,83.3,query_order,apply_refund|query_order,True,True,True,True,100.0,24359,44.82,100.0,0,,65.7,65.7,25.29,0.4041
OOS_034,Single-slot,Adversarial,easy,1,4,4,5,80.0,66.7,True,False,True,,,74.7,0.667,1.0,1.0,83.3,query_order,apply_refund|query_order,True,True,True,True,100.0,24168,45.12,100.0,0,,84.0,84.0,25.25,0.5875
OOS_035,Single-slot,Adversarial,easy,1,3,2,5,52.5,50.0,,False,True,,,51.5,0.667,1.0,1.0,83.3,query_order,apply_refund|query_order,True,True,True,True,100.0,24095,44.42,100.0,0,,72.4,72.4,25.23,0.4717
OOS_036,Single-slot,Adversarial,hard,1,1,1,2,5.0,100.0,True,True,True,,,43.0,0.0,1.0,1.0,50.0,query_order,get_policy,True,True,True,True,100.0,24199,43.47,100.0,0,,61.5,61.5,25.25,0.3625
OOS_037,Single-slot,Adversarial,hard,1,1,1,2,5.0,100.0,True,True,True,,,43.0,0.0,1.0,1.0,50.0,query_order,get_policy,True,True,True,True,100.0,32307,56.75,92.7,0,,60.0,60.0,42.01,0.1799
OOS_038,Single-slot,Adversarial,medium,1,2,2,2,25.0,100.0,True,True,True,,,55.0,0.0,1.0,1.0,50.0,query_order,get_policy,True,True,True,True,100.0,29262,52.26,100.0,0,,67.5,67.5,31.35,0.3615
OOS_039,Single-slot,Adversarial,medium,1,1,1,2,5.0,100.0,True,True,True,,,43.0,0.0,1.0,1.0,50.0,query_order,get_policy,True,True,True,True,100.0,34820,63.24,98.6,0,,61.2,61.2,37.56,0.2364
OOS_040,Single-slot,Adversarial,easy,1,2,2,2,25.0,100.0,True,True,True,,,55.0,0.0,1.0,1.0,50.0,query_order,get_policy,True,True,True,True,100.0,34813,64.28,86.2,0,,64.7,64.7,37.56,0.2714
OOS_041,Single-slot,Adversarial,easy,1,1,1,2,5.0,100.0,True,True,True,,,43.0,0.0,1.0,1.0,50.0,query_order,get_policy,True,True,True,True,100.0,24006,43.38,100.0,0,,61.5,61.5,25.21,0.3629
OOS_042,Single-slot,Adversarial,hard,1,2,2,2,25.0,100.0,True,True,,,,55.0,0.667,1.0,1.0,83.3,query_order,cancel_order|query_order,True,True,True,True,100.0,29940,53.56,98.2,0,,73.8,73.8,41.5,0.323
OOS_043,Single-slot,Adversarial,hard,1,1,1,2,5.0,100.0,True,,,,,43.0,1.0,1.0,1.0,100.0,query_order,query_order,True,True,True,True,100.0,29692,52.41,100.0,0,,71.5,71.5,41.45,0.3005
OOS_044,Single-slot,Adversarial,medium,1,1,1,2,5.0,100.0,True,True,,,,43.0,0.667,1.0,1.0,83.3,query_order,cancel_order|query_order,True,True,True,True,100.0,29609,52.03,100.0,0,,68.2,68.2,41.43,0.2677
OOS_045,Single-slot,Adversarial,medium,1,1,1,2,5.0,100.0,True,True,,,,43.0,0.667,1.0,1.0,83.3,query_order,cancel_order|query_order,True,True,True,True,100.0,29573,52.14,100.0,0,,68.2,68.2,41.42,0.2678
OOS_046,Single-slot,Adversarial,easy,1,1,1,2,5.0,100.0,True,True,,,,43.0,0.667,1.0,1.0,83.3,query_order,cancel_order|query_order,True,True,True,True,100.0,32096,55.44,100.0,0,,68.2,68.2,41.97,0.2623
OOS_047,Single-slot,Adversarial,hard,1,1,1,2,5.0,66.7,True,False,True,,,29.7,0.0,1.0,1.0,50.0,cancel_order|query_order,get_policy,True,True,True,True,100.0,24514,44.07,100.0,0,,54.9,54.9,25.32,0.2958
OOS_048,Single-slot,Adversarial,hard,1,3,3,4,55.0,50.0,,False,True,,,53.0,0.0,1.0,0.0,25.0,query_order,get_policy,True,True,True,True,100.0,34640,62.67,83.9,0,,58.3,58.3,37.52,0.2078
OOS_049,Single-slot,Adversarial,medium,1,1,1,2,5.0,100.0,,,True,,,43.0,0.0,1.0,0.0,25.0,query_order,get_policy,True,True,True,True,100.0,34704,62.63,99.5,0,,56.4,56.4,32.53,0.2387
OOS_050,Single-slot,Adversarial,easy,1,5,4,3,82.5,100.0,,,True,,,89.5,0.0,1.0,0.0,25.0,query_order,get_policy,True,True,True,True,100.0,34280,62.4,88.8,0,,77.5,77.5,37.44,0.4006
OOS_001,PlanExecute,Polite,hard,1,1,1,2,5.0,50.0,True,False,,,,23.0,0.667,1.0,1.0,83.3,query_order,query_order|track_shipping,True,True,True,True,100.0,18222,31.74,100.0,0,,58.2,58.2,18.96,0.3924
OOS_002,PlanExecute,Polite,hard,1,1,1,2,5.0,100.0,True,,,,,43.0,0.667,1.0,1.0,83.3,query_order,query_order|track_shipping,True,True,True,True,100.0,18424,45.31,100.0,0,,68.2,68.2,19.0,0.492
OOS_003,PlanExecute,Polite,hard,1,2,2,3,30.0,100.0,True,,,,,58.0,0.667,1.0,1.0,83.3,query_order,query_order|track_shipping,True,True,True,True,100.0,18660,36.54,100.0,0,,75.7,75.7,19.05,0.5665
OOS_004,PlanExecute,Polite,hard,1,1,1,2,5.0,100.0,True,,,,,43.0,0.667,1.0,1.0,83.3,query_order,query_order|track_shipping,True,True,True,True,100.0,18653,40.17,100.0,0,,68.2,68.2,19.05,0.4915
OOS_005,PlanExecute,Polite,hard,1,1,1,3,10.0,100.0,True,,,,,46.0,0.667,1.0,1.0,83.3,query_order,query_order|track_shipping,True,True,True,True,100.0,18261,36.56,100.0,0,,69.7,69.7,18.96,0.5074
OOS_006,PlanExecute,Polite,medium,1,1,1,4,15.0,100.0,True,,,,,49.0,0.667,1.0,1.0,83.3,query_order,query_order|track_shipping,True,True,True,True,100.0,17990,35.21,100.0,0,,71.2,71.2,18.91,0.5229
OOS_007,PlanExecute,Polite,medium,1,1,1,4,15.0,50.0,True,False,,,,29.0,0.667,1.0,1.0,83.3,query_order,query_order|track_shipping,True,True,True,True,100.0,18205,34.38,100.0,0,,61.2,61.2,18.95,0.4225
OOS_008,PlanExecute,Polite,medium,1,2,2,4,35.0,100.0,True,,,,,61.0,1.0,1.0,1.0,100.0,query_order,query_order,True,True,True,True,100.0,18348,37.19,100.0,0,,80.5,80.5,18.98,0.6152
OOS_009,PlanExecute,Polite,medium,1,1,1,3,10.0,100.0,True,,,,,46.0,0.667,1.0,1.0,83.3,query_order,query_order|track_shipping,True,True,True,True,100.0,18139,35.7,100.0,0,,69.7,69.7,18.94,0.5076
OOS_010,PlanExecute,Polite,medium,1,1,1,2,5.0,100.0,True,,,,,43.0,0.667,1.0,1.0,83.3,query_order,apply_refund|query_order,True,True,True,True,100.0,18084,34.79,100.0,0,,68.2,68.2,18.93,0.4927
OOS_011,PlanExecute,Polite,easy,1,1,1,3,10.0,100.0,True,,,,,46.0,0.667,1.0,1.0,83.3,query_order,get_policy|query_order,True,True,True,True,100.0,18195,37.1,100.0,0,,69.7,69.7,18.95,0.5075
OOS_012,PlanExecute,Polite,easy,1,2,2,4,35.0,100.0,True,,,,,61.0,1.0,1.0,1.0,100.0,query_order,query_order,True,True,True,True,100.0,18169,37.05,100.0,0,,80.5,80.5,18.94,0.6156
OOS_013,PlanExecute,Polite,easy,1,2,2,4,35.0,100.0,True,,,,,61.0,1.0,1.0,1.0,100.0,query_order,query_order,True,True,True,True,100.0,35058,59.26,93.6,0,,79.2,79.2,37.61,0.4159
OOS_014,PlanExecute,Polite,easy,1,1,1,3,10.0,100.0,True,,,,,46.0,0.667,1.0,1.0,83.3,query_order,query_order|track_shipping,True,True,True,True,100.0,18124,36.42,100.0,0,,69.7,69.7,18.93,0.5077
OOS_015,PlanExecute,Polite,easy,1,1,1,3,10.0,100.0,True,,,,,46.0,0.667,1.0,1.0,83.3,query_order,query_order|track_shipping,True,True,True,True,100.0,18030,35.18,100.0,0,,69.7,69.7,18.91,0.5079
OOS_016,PlanExecute,Polite,hard,1,2,2,4,35.0,100.0,True,True,,,,61.0,0.667,1.0,1.0,83.3,query_order,query_order|track_shipping,True,True,True,True,100.0,18183,35.7,100.0,0,,77.2,77.2,18.95,0.5825
OOS_017,PlanExecute,Polite,hard,1,5,5,5,100.0,100.0,True,,,,,100.0,1.0,1.0,1.0,100.0,query_order,query_order,True,True,True,True,100.0,9434,19.42,100.0,0,,100.0,100.0,17.05,0.8295
OOS_018,PlanExecute,Polite,hard,1,2,2,4,35.0,100.0,True,,,,,61.0,1.0,1.0,1.0,100.0,query_order,query_order,True,True,True,True,100.0,18153,36.47,100.0,0,,80.5,80.5,18.94,0.6156
OOS_019,PlanExecute,Polite,hard,1,1,1,5,20.0,100.0,True,True,,,,52.0,0.5,1.0,1.0,75.0,cancel_order|query_order,query_order|track_shipping,True,True,True,True,100.0,18208,35.55,100.0,0,,71.0,71.0,18.95,0.5205
OOS_020,PlanExecute,Polite,medium,1,3,2,4,47.5,100.0,True,True,,,,68.5,0.667,1.0,1.0,83.3,query_order,query_order|track_shipping,True,True,True,True,100.0,17928,30.44,100.0,0,,80.9,80.9,18.89,0.6201
OOS_021,PlanExecute,Polite,medium,1,2,2,5,40.0,100.0,True,True,,,,64.0,0.667,1.0,1.0,83.3,query_order,query_order|track_shipping,True,True,True,True,100.0,17934,33.78,100.0,0,,78.7,78.7,18.89,0.5981
OOS_022,PlanExecute,Polite,medium,1,2,2,3,30.0,100.0,True,True,,,,58.0,0.667,1.0,1.0,83.3,query_order,query_order|track_shipping,True,True,True,True,100.0,18232,35.76,100.0,0,,75.7,75.7,18.96,0.5674
OOS_023,PlanExecute,Polite,medium,1,2,2,4,35.0,100.0,True,True,,,,61.0,0.667,1.0,1.0,83.3,query_order,query_order|track_shipping,True,True,True,True,100.0,17998,35.98,100.0,0,,77.2,77.2,18.91,0.5829
OOS_024,PlanExecute,Polite,easy,1,3,2,4,47.5,100.0,True,True,,,,68.5,0.667,1.0,1.0,83.3,query_order,query_order|track_shipping,True,True,True,True,100.0,17795,31.71,100.0,0,,80.9,80.9,18.86,0.6204
OOS_025,PlanExecute,Polite,easy,1,2,2,3,30.0,100.0,True,True,,,,58.0,0.667,1.0,1.0,83.3,query_order,query_order|track_shipping,True,True,True,True,100.0,17760,32.82,100.0,0,,75.7,75.7,18.86,0.5684
OOS_026,PlanExecute,Polite,easy,1,2,2,4,35.0,100.0,True,True,,,,61.0,0.667,1.0,1.0,83.3,query_order,query_order|track_shipping,True,True,True,True,100.0,20935,34.23,100.0,0,,77.2,77.2,19.54,0.5766
OOS_027,PlanExecute,Polite,easy,1,1,1,3,10.0,100.0,True,,,,,46.0,1.0,1.0,1.0,100.0,query_order,query_order,True,True,True,True,100.0,17828,32.48,100.0,0,,73.0,73.0,18.87,0.5413
OOS_028,PlanExecute,Polite,hard,1,2,2,4,35.0,100.0,True,,,,,61.0,1.0,1.0,1.0,100.0,apply_refund|query_order,apply_refund|query_order,True,True,True,True,100.0,18411,37.56,100.0,0,,80.5,80.5,19.0,0.615
