w_outcome,w_tool,w_trajectory,w_efficiency,mean_ReAct,mean_PlanExecute,mean_Reflection,mean_Single_slot,rank1,rank2,rank3,rank4
0.1,0.4,0.4,0.1,61.9,86.15,80.56,84.52,PlanExecute,Single-slot,Reflection,ReAct
0.1,0.4,0.45,0.05,60.36,86.2,82.46,85.24,PlanExecute,Single-slot,Reflection,ReAct
0.1,0.45,0.05,0.4,70.34,84.52,67.58,78.78,PlanExecute,Single-slot,ReAct,Reflection
0.1,0.45,0.1,0.35,68.81,84.57,69.5,79.5,PlanExecute,Single-slot,Reflection,ReAct
0.1,0.45,0.15,0.3,67.27,84.62,71.39,80.22,PlanExecute,Single-slot,Reflection,ReAct
0.1,0.45,0.2,0.25,65.73,84.67,73.29,80.94,PlanExecute,Single-slot,Reflection,ReAct
0.1,0.45,0.25,0.2,64.2,84.72,75.18,81.67,PlanExecute,Single-slot,Reflection,ReAct
0.1,0.45,0.3,0.15,62.66,84.77,77.08,82.39,PlanExecute,Single-slot,Reflection,ReAct
0.1,0.45,0.35,0.1,61.13,84.83,78.98,83.11,PlanExecute,Single-slot,Reflection,ReAct
0.1,0.45,0.4,0.05,59.59,84.88,80.87,83.83,PlanExecute,Single-slot,Reflection,ReAct
0.1,0.5,0.05,0.35,68.04,83.25,67.9,78.09,PlanExecute,Single-slot,ReAct,Reflection
0.1,0.5,0.1,0.3,66.5,83.3,69.81,78.81,PlanExecute,Single-slot,Reflection,ReAct
0.1,0.5,0.15,0.25,64.96,83.35,71.7,79.53,PlanExecute,Single-slot,Reflection,ReAct
0.1,0.5,0.2,0.2,63.43,83.4,73.6,80.26,PlanExecute,Single-slot,Reflection,ReAct
0.1,0.5,0.25,0.15,61.89,83.45,75.49,80.98,PlanExecute,Single-slot,Reflection,ReAct
0.1,0.5,0.3,0.1,60.36,83.51,77.39,81.7,PlanExecute,Single-slot,Reflection,ReAct
0.1,0.5,0.35,0.05,58.82,83.56,79.28,82.42,PlanExecute,Single-slot,Reflection,ReAct
0.1,0.55,0.05,0.3,65.73,81.98,68.22,77.4,PlanExecute,Single-slot,Reflection,ReAct
0.1,0.55,0.1,0.25,64.19,82.03,70.11,78.13,PlanExecute,Single-slot,Reflection,ReAct
0.1,0.55,0.15,0.2,62.66,82.08,72.01,78.85,PlanExecute,Single-slot,Reflection,ReAct
0.1,0.55,0.2,0.15,61.12,82.13,73.9,79.57,PlanExecute,Single-slot,Reflection,ReAct
0.1,0.55,0.25,0.1,59.59,82.18,75.8,80.29,PlanExecute,Single-slot,Reflection,ReAct
0.1,0.55,0.3,0.05,58.05,82.24,77.69,81.01,PlanExecute,Single-slot,Reflection,ReAct
0.1,0.6,0.05,0.25,63.42,80.71,68.52,76.72,PlanExecute,Single-slot,Reflection,ReAct
0.1,0.6,0.1,0.2,61.89,80.76,70.42,77.44,PlanExecute,Single-slot,Reflection,ReAct
0.1,0.6,0.15,0.15,60.35,80.81,72.31,78.16,PlanExecute,Single-slot,Reflection,ReAct
0.1,0.6,0.2,0.1,58.82,80.86,74.21,78.88,PlanExecute,Single-slot,Reflection,ReAct
0.1,0.6,0.25,0.05,57.28,80.91,76.1,79.6,PlanExecute,Single-slot,Reflection,ReAct
0.1,0.65,0.05,0.2,61.12,79.44,68.83,76.03,PlanExecute,Single-slot,Reflection,ReAct
0.1,0.65,0.1,0.15,59.58,79.49,70.73,76.75,PlanExecute,Single-slot,Reflection,ReAct
0.1,0.65,0.15,0.1,58.05,79.54,72.62,77.47,PlanExecute,Single-slot,Reflection,ReAct
0.1,0.65,0.2,0.05,56.51,79.59,74.52,78.19,PlanExecute,Single-slot,Reflection,ReAct
0.1,0.7,0.05,0.15,58.81,78.17,69.14,75.34,PlanExecute,Single-slot,Reflection,ReAct
0.1,0.7,0.1,0.1,57.28,78.22,71.03,76.06,PlanExecute,Single-slot,Reflection,ReAct
0.1,0.7,0.15,0.05,55.74,78.27,72.93,76.78,PlanExecute,Single-slot,Reflection,ReAct
0.1,0.75,0.05,0.1,56.51,76.9,69.44,74.65,PlanExecute,Single-slot,Reflection,ReAct
0.1,0.75,0.1,0.05,54.97,76.95,71.34,75.37,PlanExecute,Single-slot,Reflection,ReAct
0.1,0.8,0.05,0.05,54.2,75.63,69.75,73.96,PlanExecute,Single-slot,Reflection,ReAct
0.15,0.05,0.05,0.75,88.18,93.72,65.71,83.74,PlanExecute,ReAct,Single-slot,Reflection
0.15,0.05,0.1,0.7,86.65,93.78,67.64,84.46,PlanExecute,ReAct,Single-slot,Reflection
0.15,0.05,0.15,0.65,85.11,93.83,69.57,85.18,PlanExecute,Single-slot,ReAct,Reflection
0.15,0.05,0.2,0.6,83.58,93.88,71.49,85.9,PlanExecute,Single-slot,ReAct,Reflection
0.15,0.05,0.25,0.55,82.04,93.93,73.41,86.62,PlanExecute,Single-slot,ReAct,Reflection
0.15,0.05,0.3,0.5,80.51,93.98,75.3,87.34,PlanExecute,Single-slot,ReAct,Reflection
0.15,0.05,0.35,0.45,78.97,94.03,77.2,88.07,PlanExecute,Single-slot,ReAct,Reflection
0.15,0.05,0.4,0.4,77.43,94.09,79.09,88.79,PlanExecute,Single-slot,Reflection,ReAct
0.15,0.05,0.45,0.35,75.9,94.14,80.99,89.51,PlanExecute,Single-slot,Reflection,ReAct
0.15,0.05,0.5,0.3,74.36,94.19,82.88,90.23,PlanExecute,Single-slot,Reflection,ReAct
0.15,0.05,0.55,0.25,72.83,94.24,84.78,90.95,PlanExecute,Single-slot,Reflection,ReAct
0.15,0.05,0.6,0.2,71.29,94.29,86.67,91.67,PlanExecute,Single-slot,Reflection,ReAct
0.15,0.05,0.65,0.15,69.76,94.34,88.57,92.39,PlanExecute,Single-slot,Reflection,ReAct
0.15,0.05,0.7,0.1,68.22,94.4,90.46,93.11,PlanExecute,Single-slot,Reflection,ReAct
0.15,0.05,0.75,0.05,66.69,94.45,92.36,93.84,PlanExecute,Single-slot,Reflection,ReAct
0.15,0.1,0.05,0.7,85.88,92.45,66.03,83.05,PlanExecute,ReAct,Single-slot,Reflection
0.15,0.1,0.1,0.65,84.34,92.51,67.96,83.77,PlanExecute,ReAct,Single-slot,Reflection
0.15,0.1,0.15,0.6,82.81,92.56,69.89,84.49,PlanExecute,Single-slot,ReAct,Reflection
0.15,0.1,0.2,0.55,81.27,92.61,71.81,85.21,PlanExecute,Single-slot,ReAct,Reflection
0.15,0.1,0.25,0.5,79.74,92.66,73.71,85.93,PlanExecute,Single-slot,ReAct,Reflection
0.15,0.1,0.3,0.45,78.2,92.71,75.61,86.66,PlanExecute,Single-slot,ReAct,Reflection
0.15,0.1,0.35,0.4,76.66,92.76,77.5,87.38,PlanExecute,Single-slot,Reflection,ReAct
0.15,0.1,0.4,0.35,75.13,92.82,79.4,88.1,PlanExecute,Single-slot,Reflection,ReAct
0.15,0.1,0.45,0.3,73.59,92.87,81.29,88.82,PlanExecute,Single-slot,Reflection,ReAct
0.15,0.1,0.5,0.25,72.06,92.92,83.19,89.54,PlanExecute,Single-slot,Reflection,ReAct
0.15,0.1,0.55,0.2,70.52,92.97,85.08,90.26,PlanExecute,Single-slot,Reflection,ReAct
0.15,0.1,0.6,0.15,68.99,93.02,86.98,90.98,PlanExecute,Single-slot,Reflection,ReAct
0.15,0.1,0.65,0.1,67.45,93.07,88.88,91.71,PlanExecute,Single-slot,Reflection,ReAct
0.15,0.1,0.7,0.05,65.92,93.13,90.77,92.43,PlanExecute,Single-slot,Reflection,ReAct
0.15,0.15,0.05,0.65,83.57,91.19,66.35,82.36,PlanExecute,ReAct,Single-slot,Reflection
0.15,0.15,0.1,0.6,82.04,91.24,68.28,83.08,PlanExecute,Single-slot,ReAct,Reflection
0.15,0.15,0.15,0.55,80.5,91.29,70.2,83.8,PlanExecute,Single-slot,ReAct,Reflection
0.15,0.15,0.2,0.5,78.97,91.34,72.12,84.52,PlanExecute,Single-slot,ReAct,Reflection
0.15,0.15,0.25,0.45,77.43,91.39,74.02,85.25,PlanExecute,Single-slot,ReAct,Reflection
0.15,0.15,0.3,0.4,75.9,91.44,75.92,85.97,PlanExecute,Single-slot,Reflection,ReAct
0.15,0.15,0.35,0.35,74.36,91.5,77.81,86.69,PlanExecute,Single-slot,Reflection,ReAct
0.15,0.15,0.4,0.3,72.82,91.55,79.71,87.41,PlanExecute,Single-slot,Reflection,ReAct
0.15,0.15,0.45,0.25,71.29,91.6,81.6,88.13,PlanExecute,Single-slot,Reflection,ReAct
0.15,0.15,0.5,0.2,69.75,91.65,83.5,88.85,PlanExecute,Single-slot,Reflection,ReAct
0.15,0.15,0.55,0.15,68.22,91.7,85.39,89.57,PlanExecute,Single-slot,Reflection,ReAct
0.15,0.15,0.6,0.1,66.68,91.75,87.29,90.3,PlanExecute,Single-slot,Reflection,ReAct
0.15,0.15,0.65,0.05,65.15,91.81,89.18,91.02,PlanExecute,Single-slot,Reflection,ReAct
0.15,0.2,0.05,0.6,81.27,89.92,66.67,81.67,PlanExecute,Single-slot,ReAct,Reflection
0.15,0.2,0.1,0.55,79.73,89.97,68.6,82.39,PlanExecute,Single-slot,ReAct,Reflection
0.15,0.2,0.15,0.5,78.2,90.02,70.52,83.12,PlanExecute,Single-slot,ReAct,Reflection
0.15,0.2,0.2,0.45,76.66,90.07,72.43,83.84,PlanExecute,Single-slot,ReAct,Reflection
0.15,0.2,0.25,0.4,75.13,90.12,74.33,84.56,PlanExecute,Single-slot,ReAct,Reflection
0.15,0.2,0.3,0.35,73.59,90.17,76.22,85.28,PlanExecute,Single-slot,Reflection,ReAct
0.15,0.2,0.35,0.3,72.05,90.23,78.12,86.0,PlanExecute,Single-slot,Reflection,ReAct
0.15,0.2,0.4,0.25,70.52,90.28,80.01,86.72,PlanExecute,Single-slot,Reflection,ReAct
0.15,0.2,0.45,0.2,68.98,90.33,81.91,87.44,PlanExecute,Single-slot,Reflection,ReAct
0.15,0.2,0.5,0.15,67.45,90.38,83.8,88.17,PlanExecute,Single-slot,Reflection,ReAct
0.15,0.2,0.55,0.1,65.91,90.43,85.7,88.89,PlanExecute,Single-slot,Reflection,ReAct
0.15,0.2,0.6,0.05,64.38,90.48,87.59,89.61,PlanExecute,Single-slot,Reflection,ReAct
0.15,0.25,0.05,0.55,78.96,88.65,66.99,80.98,PlanExecute,Single-slot,ReAct,Reflection
0.15,0.25,0.1,0.5,77.43,88.7,68.92,81.71,PlanExecute,Single-slot,ReAct,Reflection
0.15,0.25,0.15,0.45,75.89,88.75,70.84,82.43,PlanExecute,Single-slot,ReAct,Reflection
0.15,0.25,0.2,0.4,74.36,88.8,72.74,83.15,PlanExecute,Single-slot,ReAct,Reflection
0.15,0.25,0.25,0.35,72.82,88.85,74.63,83.87,PlanExecute,Single-slot,Reflection,ReAct
0.15,0.25,0.3,0.3,71.28,88.9,76.53,84.59,PlanExecute,Single-slot,Reflection,ReAct
0.15,0.25,0.35,0.25,69.75,88.96,78.42,85.31,PlanExecute,Single-slot,Reflection,ReAct
0.15,0.25,0.4,0.2,68.21,89.01,80.32,86.03,PlanExecute,Single-slot,Reflection,ReAct
0.15,0.25,0.45,0.15,66.68,89.06,82.21,86.76,PlanExecute,Single-slot,Reflection,ReAct
0.15,0.25,0.5,0.1,65.14,89.11,84.11,87.48,PlanExecute,Single-slot,Reflection,ReAct
0.15,0.25,0.55,0.05,63.61,89.16,86.0,88.2,PlanExecute,Single-slot,Reflection,ReAct
0.15,0.3,0.05,0.5,76.66,87.38,67.31,80.3,PlanExecute,Single-slot,ReAct,Reflection
0.15,0.3,0.1,0.45,75.12,87.43,69.24,81.02,PlanExecute,Single-slot,ReAct,Reflection
0.15,0.3,0.15,0.4,73.59,87.48,71.15,81.74,PlanExecute,Single-slot,ReAct,Reflection
0.15,0.3,0.2,0.35,72.05,87.53,73.04,82.46,PlanExecute,Single-slot,Reflection,ReAct
0.15,0.3,0.25,0.3,70.51,87.58,74.94,83.18,PlanExecute,Single-slot,Reflection,ReAct
0.15,0.3,0.3,0.25,68.98,87.64,76.83,83.9,PlanExecute,Single-slot,Reflection,ReAct
0.15,0.3,0.35,0.2,67.44,87.69,78.73,84.62,PlanExecute,Single-slot,Reflection,ReAct
0.15,0.3,0.4,0.15,65.91,87.74,80.62,85.35,PlanExecute,Single-slot,Reflection,ReAct
0.15,0.3,0.45,0.1,64.37,87.79,82.52,86.07,PlanExecute,Single-slot,Reflection,ReAct
0.15,0.3,0.5,0.05,62.84,87.84,84.42,86.79,PlanExecute,Single-slot,Reflection,ReAct
0.15,0.35,0.05,0.45,74.35,86.11,67.63,79.61,PlanExecute,Single-slot,ReAct,Reflection
0.15,0.35,0.1,0.4,72.82,86.16,69.55,80.33,PlanExecute,Single-slot,ReAct,Reflection
0.15,0.35,0.15,0.35,71.28,86.21,71.46,81.05,PlanExecute,Single-slot,Reflection,ReAct
0.15,0.35,0.2,0.3,69.74,86.26,73.35,81.77,PlanExecute,Single-slot,Reflection,ReAct
0.15,0.35,0.25,0.25,68.21,86.31,75.25,82.49,PlanExecute,Single-slot,Reflection,ReAct
0.15,0.35,0.3,0.2,66.67,86.37,77.14,83.22,PlanExecute,Single-slot,Reflection,ReAct
0.15,0.35,0.35,0.15,65.14,86.42,79.04,83.94,PlanExecute,Single-slot,Reflection,ReAct
0.15,0.35,0.4,0.1,63.6,86.47,80.93,84.66,PlanExecute,Single-slot,Reflection,ReAct
0.15,0.35,0.45,0.05,62.07,86.52,82.83,85.38,PlanExecute,Single-slot,Reflection,ReAct
0.15,0.4,0.05,0.4,72.05,84.84,67.95,78.92,PlanExecute,Single-slot,ReAct,Reflection
0.15,0.4,0.1,0.35,70.51,84.89,69.87,79.64,PlanExecute,Single-slot,ReAct,Reflection
0.15,0.4,0.15,0.3,68.97,84.94,71.76,80.36,PlanExecute,Single-slot,Reflection,ReAct
0.15,0.4,0.2,0.25,67.44,84.99,73.66,81.08,PlanExecute,Single-slot,Reflection,ReAct
0.15,0.4,0.25,0.2,65.9,85.04,75.55,81.81,PlanExecute,Single-slot,Reflection,ReAct
0.15,0.4,0.3,0.15,64.37,85.1,77.45,82.53,PlanExecute,Single-slot,Reflection,ReAct
0.15,0.4,0.35,0.1,62.83,85.15,79.34,83.25,PlanExecute,Single-slot,Reflection,ReAct
0.15,0.4,0.4,0.05,61.3,85.2,81.24,83.97,PlanExecute,Single-slot,Reflection,ReAct
0.15,0.45,0.05,0.35,69.74,83.57,68.27,78.23,PlanExecute,Single-slot,ReAct,Reflection
0.15,0.45,0.1,0.3,68.2,83.62,70.17,78.95,PlanExecute,Single-slot,Reflection,ReAct
0.15,0.45,0.15,0.25,66.67,83.67,72.07,79.68,PlanExecute,Single-slot,Reflection,ReAct
0.15,0.45,0.2,0.2,65.13,83.72,73.96,80.4,PlanExecute,Single-slot,Reflection,ReAct
0.15,0.45,0.25,0.15,63.6,83.78,75.86,81.12,PlanExecute,Single-slot,Reflection,ReAct
0.15,0.45,0.3,0.1,62.06,83.83,77.75,81.84,PlanExecute,Single-slot,Reflection,ReAct
0.15,0.45,0.35,0.05,60.53,83.88,79.65,82.56,PlanExecute,Single-slot,Reflection,ReAct
0.15,0.5,0.05,0.3,67.43,82.3,68.58,77.54,PlanExecute,Single-slot,Reflection,ReAct
0.15,0.5,0.1,0.25,65.9,82.35,70.48,78.27,PlanExecute,Single-slot,Reflection,ReAct
0.15,0.5,0.15,0.2,64.36,82.4,72.37,78.99,PlanExecute,Single-slot,Reflection,ReAct
0.15,0.5,0.2,0.15,62.83,82.45,74.27,79.71,PlanExecute,Single-slot,Reflection,ReAct
0.15,0.5,0.25,0.1,61.29,82.51,76.17,80.43,PlanExecute,Single-slot,Reflection,ReAct
0.15,0.5,0.3,0.05,59.76,82.56,78.06,81.15,PlanExecute,Single-slot,Reflection,ReAct
0.15,0.55,0.05,0.25,65.13,81.03,68.89,76.86,PlanExecute,Single-slot,Reflection,ReAct
0.15,0.55,0.1,0.2,63.59,81.08,70.79,77.58,PlanExecute,Single-slot,Reflection,ReAct
0.15,0.55,0.15,0.15,62.06,81.13,72.68,78.3,PlanExecute,Single-slot,Reflection,ReAct
0.15,0.55,0.2,0.1,60.52,81.19,74.58,79.02,PlanExecute,Single-slot,Reflection,ReAct
0.15,0.55,0.25,0.05,58.99,81.24,76.47,79.74,PlanExecute,Single-slot,Reflection,ReAct
0.15,0.6,0.05,0.2,62.82,79.76,69.2,76.17,PlanExecute,Single-slot,Reflection,ReAct
0.15,0.6,0.1,0.15,61.29,79.81,71.09,76.89,PlanExecute,Single-slot,Reflection,ReAct
0.15,0.6,0.15,0.1,59.75,79.86,72.99,77.61,PlanExecute,Single-slot,Reflection,ReAct
0.15,0.6,0.2,0.05,58.22,79.92,74.88,78.33,PlanExecute,Single-slot,Reflection,ReAct
0.15,0.65,0.05,0.15,60.52,78.49,69.5,75.48,PlanExecute,Single-slot,Reflection,ReAct
0.15,0.65,0.1,0.1,58.98,78.54,71.4,76.2,PlanExecute,Single-slot,Reflection,ReAct
0.15,0.65,0.15,0.05,57.45,78.59,73.29,76.92,PlanExecute,Single-slot,Reflection,ReAct
0.15,0.7,0.05,0.1,58.21,77.22,69.81,74.79,PlanExecute,Single-slot,Reflection,ReAct
0.15,0.7,0.1,0.05,56.68,77.27,71.71,75.51,PlanExecute,Single-slot,Reflection,ReAct
0.15,0.75,0.05,0.05,55.91,75.95,70.12,74.1,PlanExecute,Single-slot,Reflection,ReAct
0.2,0.05,0.05,0.7,87.58,92.78,66.39,83.19,PlanExecute,ReAct,Single-slot,Reflection
0.2,0.05,0.1,0.65,86.05,92.83,68.33,83.91,PlanExecute,ReAct,Single-slot,Reflection
0.2,0.05,0.15,0.6,84.51,92.88,70.25,84.63,PlanExecute,Single-slot,ReAct,Reflection
0.2,0.05,0.2,0.55,82.98,92.93,72.17,85.35,PlanExecute,Single-slot,ReAct,Reflection
0.2,0.05,0.25,0.5,81.44,92.98,74.08,86.07,PlanExecute,Single-slot,ReAct,Reflection
0.2,0.05,0.3,0.45,79.9,93.04,75.98,86.8,PlanExecute,Single-slot,ReAct,Reflection
0.2,0.05,0.35,0.4,78.37,93.09,77.87,87.52,PlanExecute,Single-slot,ReAct,Reflection
0.2,0.05,0.4,0.35,76.83,93.14,79.77,88.24,PlanExecute,Single-slot,Reflection,ReAct
0.2,0.05,0.45,0.3,75.3,93.19,81.66,88.96,PlanExecute,Single-slot,Reflection,ReAct
0.2,0.05,0.5,0.25,73.76,93.24,83.56,89.68,PlanExecute,Single-slot,Reflection,ReAct
0.2,0.05,0.55,0.2,72.23,93.29,85.45,90.4,PlanExecute,Single-slot,Reflection,ReAct
0.2,0.05,0.6,0.15,70.69,93.34,87.35,91.12,PlanExecute,Single-slot,Reflection,ReAct
0.2,0.05,0.65,0.1,69.16,93.4,89.24,91.85,PlanExecute,Single-slot,Reflection,ReAct
0.2,0.05,0.7,0.05,67.62,93.45,91.14,92.57,PlanExecute,Single-slot,Reflection,ReAct
0.2,0.1,0.05,0.65,85.28,91.51,66.72,82.5,PlanExecute,ReAct,Single-slot,Reflection
0.2,0.1,0.1,0.6,83.74,91.56,68.65,83.22,PlanExecute,ReAct,Single-slot,Reflection
0.2,0.1,0.15,0.55,82.21,91.61,70.57,83.94,PlanExecute,Single-slot,ReAct,Reflection
0.2,0.1,0.2,0.5,80.67,91.66,72.49,84.67,PlanExecute,Single-slot,ReAct,Reflection
0.2,0.1,0.25,0.45,79.13,91.71,74.39,85.39,PlanExecute,Single-slot,ReAct,Reflection
0.2,0.1,0.3,0.4,77.6,91.77,76.28,86.11,PlanExecute,Single-slot,ReAct,Reflection
0.2,0.1,0.35,0.35,76.06,91.82,78.18,86.83,PlanExecute,Single-slot,Reflection,ReAct
0.2,0.1,0.4,0.3,74.53,91.87,80.07,87.55,PlanExecute,Single-slot,Reflection,ReAct
0.2,0.1,0.45,0.25,72.99,91.92,81.97,88.27,PlanExecute,Single-slot,Reflection,ReAct
0.2,0.1,0.5,0.2,71.46,91.97,83.86,88.99,PlanExecute,Single-slot,Reflection,ReAct
0.2,0.1,0.55,0.15,69.92,92.02,85.76,89.71,PlanExecute,Single-slot,Reflection,ReAct
0.2,0.1,0.6,0.1,68.39,92.08,87.65,90.44,PlanExecute,Single-slot,Reflection,ReAct
0.2,0.1,0.65,0.05,66.85,92.13,89.55,91.16,PlanExecute,Single-slot,Reflection,ReAct
0.2,0.15,0.05,0.6,82.97,90.24,67.04,81.81,PlanExecute,ReAct,Single-slot,Reflection
0.2,0.15,0.1,0.55,81.44,90.29,68.97,82.53,PlanExecute,Single-slot,ReAct,Reflection
0.2,0.15,0.15,0.5,79.9,90.34,70.89,83.26,PlanExecute,Single-slot,ReAct,Reflection
0.2,0.15,0.2,0.45,78.36,90.39,72.8,83.98,PlanExecute,Single-slot,ReAct,Reflection
0.2,0.15,0.25,0.4,76.83,90.44,74.69,84.7,PlanExecute,Single-slot,ReAct,Reflection
0.2,0.15,0.3,0.35,75.29,90.5,76.59,85.42,PlanExecute,Single-slot,Reflection,ReAct
0.2,0.15,0.35,0.3,73.76,90.55,78.48,86.14,PlanExecute,Single-slot,Reflection,ReAct
0.2,0.15,0.4,0.25,72.22,90.6,80.38,86.86,PlanExecute,Single-slot,Reflection,ReAct
0.2,0.15,0.45,0.2,70.69,90.65,82.27,87.58,PlanExecute,Single-slot,Reflection,ReAct
0.2,0.15,0.5,0.15,69.15,90.7,84.17,88.31,PlanExecute,Single-slot,Reflection,ReAct
0.2,0.15,0.55,0.1,67.62,90.75,86.07,89.03,PlanExecute,Single-slot,Reflection,ReAct
0.2,0.15,0.6,0.05,66.08,90.81,87.96,89.75,PlanExecute,Single-slot,Reflection,ReAct
0.2,0.2,0.05,0.55,80.67,88.97,67.36,81.13,PlanExecute,Single-slot,ReAct,Reflection
0.2,0.2,0.1,0.5,79.13,89.02,69.28,81.85,PlanExecute,Single-slot,ReAct,Reflection
0.2,0.2,0.15,0.45,77.6,89.07,71.21,82.57,PlanExecute,Single-slot,ReAct,Reflection
0.2,0.2,0.2,0.4,76.06,89.12,73.11,83.29,PlanExecute,Single-slot,ReAct,Reflection
0.2,0.2,0.25,0.35,74.52,89.18,75.0,84.01,PlanExecute,Single-slot,Reflection,ReAct
0.2,0.2,0.3,0.3,72.99,89.23,76.9,84.73,PlanExecute,Single-slot,Reflection,ReAct
0.2,0.2,0.35,0.25,71.45,89.28,78.79,85.45,PlanExecute,Single-slot,Reflection,ReAct
0.2,0.2,0.4,0.2,69.92,89.33,80.69,86.17,PlanExecute,Single-slot,Reflection,ReAct
0.2,0.2,0.45,0.15,68.38,89.38,82.58,86.9,PlanExecute,Single-slot,Reflection,ReAct
0.2,0.2,0.5,0.1,66.85,89.43,84.48,87.62,PlanExecute,Single-slot,Reflection,ReAct
0.2,0.2,0.55,0.05,65.31,89.48,86.37,88.34,PlanExecute,Single-slot,Reflection,ReAct
0.2,0.25,0.05,0.5,78.36,87.7,67.68,80.44,PlanExecute,Single-slot,ReAct,Reflection
0.2,0.25,0.1,0.45,76.83,87.75,69.6,81.16,PlanExecute,Single-slot,ReAct,Reflection
0.2,0.25,0.15,0.4,75.29,87.8,71.52,81.88,PlanExecute,Single-slot,ReAct,Reflection
0.2,0.25,0.2,0.35,73.75,87.85,73.41,82.6,PlanExecute,Single-slot,ReAct,Reflection
0.2,0.25,0.25,0.3,72.22,87.91,75.31,83.32,PlanExecute,Single-slot,Reflection,ReAct
0.2,0.25,0.3,0.25,70.68,87.96,77.2,84.04,PlanExecute,Single-slot,Reflection,ReAct
0.2,0.25,0.35,0.2,69.15,88.01,79.1,84.77,PlanExecute,Single-slot,Reflection,ReAct
0.2,0.25,0.4,0.15,67.61,88.06,80.99,85.49,PlanExecute,Single-slot,Reflection,ReAct
0.2,0.25,0.45,0.1,66.08,88.11,82.89,86.21,PlanExecute,Single-slot,Reflection,ReAct
0.2,0.25,0.5,0.05,64.54,88.16,84.78,86.93,PlanExecute,Single-slot,Reflection,ReAct
0.2,0.3,0.05,0.45,76.06,86.43,68.0,79.75,PlanExecute,Single-slot,ReAct,Reflection
0.2,0.3,0.1,0.4,74.52,86.48,69.92,80.47,PlanExecute,Single-slot,ReAct,Reflection
0.2,0.3,0.15,0.35,72.98,86.53,71.82,81.19,PlanExecute,Single-slot,ReAct,Reflection
0.2,0.3,0.2,0.3,71.45,86.58,73.72,81.91,PlanExecute,Single-slot,Reflection,ReAct
0.2,0.3,0.25,0.25,69.91,86.64,75.61,82.63,PlanExecute,Single-slot,Reflection,ReAct
0.2,0.3,0.3,0.2,68.38,86.69,77.51,83.36,PlanExecute,Single-slot,Reflection,ReAct
0.2,0.3,0.35,0.15,66.84,86.74,79.4,84.08,PlanExecute,Single-slot,Reflection,ReAct
0.2,0.3,0.4,0.1,65.31,86.79,81.3,84.8,PlanExecute,Single-slot,Reflection,ReAct
0.2,0.3,0.45,0.05,63.77,86.84,83.19,85.52,PlanExecute,Single-slot,Reflection,ReAct
0.2,0.35,0.05,0.4,73.75,85.16,68.32,79.06,PlanExecute,Single-slot,ReAct,Reflection
0.2,0.35,0.1,0.35,72.21,85.21,70.23,79.78,PlanExecute,Single-slot,ReAct,Reflection
0.2,0.35,0.15,0.3,70.68,85.26,72.13,80.5,PlanExecute,Single-slot,Reflection,ReAct
0.2,0.35,0.2,0.25,69.14,85.32,74.02,81.23,PlanExecute,Single-slot,Reflection,ReAct
0.2,0.35,0.25,0.2,67.61,85.37,75.92,81.95,PlanExecute,Single-slot,Reflection,ReAct
0.2,0.35,0.3,0.15,66.07,85.42,77.82,82.67,PlanExecute,Single-slot,Reflection,ReAct
0.2,0.35,0.35,0.1,64.54,85.47,79.71,83.39,PlanExecute,Single-slot,Reflection,ReAct
0.2,0.35,0.4,0.05,63.0,85.52,81.61,84.11,PlanExecute,Single-slot,Reflection,ReAct
0.2,0.4,0.05,0.35,71.44,83.89,68.64,78.37,PlanExecute,Single-slot,ReAct,Reflection
0.2,0.4,0.1,0.3,69.91,83.94,70.54,79.09,PlanExecute,Single-slot,Reflection,ReAct
0.2,0.4,0.15,0.25,68.37,83.99,72.44,79.82,PlanExecute,Single-slot,Reflection,ReAct
0.2,0.4,0.2,0.2,66.84,84.05,74.33,80.54,PlanExecute,Single-slot,Reflection,ReAct
0.2,0.4,0.25,0.15,65.3,84.1,76.23,81.26,PlanExecute,Single-slot,Reflection,ReAct
0.2,0.4,0.3,0.1,63.77,84.15,78.12,81.98,PlanExecute,Single-slot,Reflection,ReAct
0.2,0.4,0.35,0.05,62.23,84.2,80.02,82.7,PlanExecute,Single-slot,Reflection,ReAct
0.2,0.45,0.05,0.3,69.14,82.62,68.95,77.68,PlanExecute,Single-slot,ReAct,Reflection
0.2,0.45,0.1,0.25,67.6,82.67,70.85,78.41,PlanExecute,Single-slot,Reflection,ReAct
0.2,0.45,0.15,0.2,66.07,82.72,72.74,79.13,PlanExecute,Single-slot,Reflection,ReAct
0.2,0.45,0.2,0.15,64.53,82.78,74.64,79.85,PlanExecute,Single-slot,Reflection,ReAct
0.2,0.45,0.25,0.1,63.0,82.83,76.53,80.57,PlanExecute,Single-slot,Reflection,ReAct
0.2,0.45,0.3,0.05,61.46,82.88,78.43,81.29,PlanExecute,Single-slot,Reflection,ReAct
0.2,0.5,0.05,0.25,66.83,81.35,69.26,77.0,PlanExecute,Single-slot,Reflection,ReAct
0.2,0.5,0.1,0.2,65.3,81.4,71.15,77.72,PlanExecute,Single-slot,Reflection,ReAct
0.2,0.5,0.15,0.15,63.76,81.46,73.05,78.44,PlanExecute,Single-slot,Reflection,ReAct
0.2,0.5,0.2,0.1,62.23,81.51,74.94,79.16,PlanExecute,Single-slot,Reflection,ReAct
0.2,0.5,0.25,0.05,60.69,81.56,76.84,79.88,PlanExecute,Single-slot,Reflection,ReAct
