case_id,agent_type,persona_type,run_status,score_s_resolution,score_s_completeness,score_s_tone,final_score_0_100,reasoning_s_resolution,reasoning_s_completeness,reasoning_s_tone
CASE_072,Reflection,Polite,LOOP_FAILURE,,,,100.0,,,
CASE_073,Reflection,Polite,SUCCESS,,,,40.0,,,
CASE_074,Reflection,Polite,FAILED_INCOMPLETE,,,,40.0,,,
CASE_076,Reflection,Polite,FAILED_INCOMPLETE,,,,100.0,,,
CASE_077,Reflection,Polite,FAILED_INCOMPLETE,,,,35.0,,,
CASE_078,Reflection,Polite,FAILED_INCOMPLETE,,,,67.5,,,
CASE_079,Reflection,Polite,FAILED_INCOMPLETE,,,,100.0,,,
CASE_080,Reflection,Polite,FAILED_INCOMPLETE,,,,25.0,,,
CASE_081,Reflection,Polite,FAILED_INCOMPLETE,,,,35.0,,,
CASE_082,Reflection,Polite,SUCCESS,,,,15.0,,,
CASE_083,Reflection,Polite,FAILED_INCOMPLETE,,,,37.5,,,
CASE_084,Reflection,Polite,FAILED_INCOMPLETE,,,,90.0,,,
CASE_085,Reflection,Polite,FAILED_INCOMPLETE,,,,55.0,,,
CASE_086,Reflection,Polite,SUCCESS,,,,100.0,,,
CASE_087,Reflection,Polite,SUCCESS,,,,80.0,,,
CASE_088,Reflection,Polite,SUCCESS,,,,40.0,,,
CASE_089,Reflection,Polite,SUCCESS,,,,27.5,,,
CASE_091,Reflection,Polite,FAILED_INCOMPLETE,,,,40.0,,,
CASE_092,Reflection,Polite,FAILED_INCOMPLETE,,,,30.0,,,
CASE_093,Reflection,Polite,FAILED_INCOMPLETE,,,,10.0,,,
CASE_094,Reflection,Polite,FAILED_INCOMPLETE,,,,10.0,,,
CASE_095,Reflection,Polite,FAILED_INCOMPLETE,,,,50.0,,,
CASE_096,Reflection,Polite,FAILED_INCOMPLETE,,,,75.0,,,
CASE_097,Reflection,Polite,SUCCESS,,,,100.0,,,
CASE_098,Reflection,Polite,FAILED_INCOMPLETE,,,,5.0,,,
CASE_099,Reflection,Polite,FAILED_INCOMPLETE,,,,30.0,,,
CASE_100,Reflection,Polite,FAILED_INCOMPLETE,,,,30.0,,,
CASE_101,Reflection,Polite,SUCCESS,,,,100.0,,,
CASE_102,Reflection,Polite,FAILED_INCOMPLETE,,,,30.0,,,
CASE_103,Reflection,Polite,SUCCESS,,,,40.0,,,
CASE_104,Reflection,Polite,SUCCESS,,,,52.5,,,
CASE_105,Reflection,Polite,SUCCESS,,,,40.0,,,
CASE_106,Reflection,Polite,SUCCESS,,,,47.5,,,
CASE_107,Reflection,Polite,SUCCESS,,,,85.0,,,
CASE_108,Reflection,Polite,SUCCESS,,,,55.0,,,
CASE_109,Reflection,Polite,SUCCESS,,,,40.0,,,
CASE_110,Reflection,Polite,SUCCESS,,,,40.0,,,
CASE_111,Reflection,Polite,SUCCESS,,,,40.0,,,
CASE_112,Reflection,Polite,SUCCESS,,,,40.0,,,
CASE_115,Reflection,Polite,SUCCESS,,,,40.0,,,
CASE_116,Reflection,Polite,SUCCESS,,,,40.0,,,
CASE_117,Reflection,Polite,SUCCESS,,,,40.0,,,
CASE_119,Reflection,Polite,SUCCESS,,,,40.0,,,
CASE_120,Reflection,Polite,SUCCESS,,,,40.0,,,
CASE_121,Reflection,Polite,SUCCESS,,,,40.0,,,
CASE_122,Reflection,Polite,SUCCESS,,,,40.0,,,
CASE_123,Reflection,Polite,SUCCESS,,,,40.0,,,
CASE_124,Reflection,Polite,SUCCESS,,,,40.0,,,
CASE_125,Reflection,Polite,SUCCESS,,,,52.5,,,
CASE_126,Reflection,Polite,SUCCESS,,,,40.0,,,
CASE_127,Reflection,Polite,SUCCESS,,,,40.0,,,
CASE_128,Reflection,Polite,SUCCESS,,,,85.0,,,
CASE_129,Reflection,Polite,SUCCESS,,,,35.0,,,
CASE_130,Reflection,Polite,SUCCESS,,,,20.0,,,
CASE_131,Reflection,Polite,SUCCESS,,,,100.0,,,
CASE_132,Reflection,Polite,SUCCESS,,,,100.0,,,
CASE_133,Reflection,Polite,SUCCESS,,,,100.0,,,
CASE_134,Reflection,Polite,SUCCESS,,,,100.0,,,
CASE_135,Reflection,Polite,SUCCESS,,,,100.0,,,
CASE_136,Reflection,Polite,SUCCESS,,,,60.0,,,
CASE_137,Reflection,Polite,SUCCESS,,,,100.0,,,
CASE_138,Reflection,Polite,SUCCESS,,,,72.5,,,
CASE_139,Reflection,Polite,SUCCESS,,,,100.0,,,
CASE_140,Reflection,Polite,SUCCESS,,,,100.0,,,
CASE_051,PlanExecute,Adversarial,SUCCESS,,,,35.0,,,
CASE_052,PlanExecute,Adversarial,SUCCESS,,,,30.0,,,
CASE_053,PlanExecute,Adversarial,SUCCESS,,,,100.0,,,
CASE_054,PlanExecute,Adversarial,SUCCESS,,,,40.0,,,
CASE_055,PlanExecute,Adversarial,SUCCESS,,,,17.5,,,
CASE_056,PlanExecute,Adversarial,SUCCESS,,,,100.0,,,
CASE_057,PlanExecute,Adversarial,SUCCESS,,,,100.0,,,
CASE_058,PlanExecute,Adversarial,SUCCESS,,,,30.0,,,
CASE_059,PlanExecute,Adversarial,SUCCESS,,,,82.5,,,
CASE_060,PlanExecute,Adversarial,SUCCESS,,,,100.0,,,
CASE_061,PlanExecute,Adversarial,SUCCESS,,,,35.0,,,
CASE_062,PlanExecute,Adversarial,SUCCESS,,,,57.5,,,
CASE_063,PlanExecute,Adversarial,SUCCESS,,,,35.0,,,
CASE_064,PlanExecute,Adversarial,SUCCESS,,,,62.5,,,
CASE_065,PlanExecute,Adversarial,SUCCESS,,,,17.5,,,
CASE_066,PlanExecute,Adversarial,SUCCESS,,,,35.0,,,
CASE_067,PlanExecute,Adversarial,SUCCESS,,,,35.0,,,
CASE_068,PlanExecute,Adversarial,SUCCESS,,,,55.0,,,
CASE_069,PlanExecute,Adversarial,SUCCESS,,,,35.0,,,
CASE_070,PlanExecute,Adversarial,SUCCESS,,,,5.0,,,
CASE_071,PlanExecute,Adversarial,SUCCESS,,,,100.0,,,
CASE_072,PlanExecute,Adversarial,SUCCESS,,,,100.0,,,
CASE_073,PlanExecute,Adversarial,SUCCESS,,,,100.0,,,
CASE_074,PlanExecute,Adversarial,SUCCESS,,,,100.0,,,
CASE_076,PlanExecute,Adversarial,SUCCESS,,,,100.0,,,
CASE_077,PlanExecute,Adversarial,SUCCESS,,,,100.0,,,
CASE_078,PlanExecute,Adversarial,SUCCESS,,,,100.0,,,
CASE_079,PlanExecute,Adversarial,SUCCESS,,,,100.0,,,
CASE_080,PlanExecute,Adversarial,SUCCESS,,,,100.0,,,
CASE_081,PlanExecute,Adversarial,SUCCESS,,,,100.0,,,
CASE_082,PlanExecute,Adversarial,SUCCESS,,,,67.5,,,
CASE_083,PlanExecute,Adversarial,SUCCESS,,,,100.0,,,
CASE_084,PlanExecute,Adversarial,SUCCESS,,,,100.0,,,
CASE_085,PlanExecute,Adversarial,SUCCESS,,,,100.0,,,
CASE_086,PlanExecute,Adversarial,SUCCESS,,,,100.0,,,
CASE_087,PlanExecute,Adversarial,SUCCESS,,,,100.0,,,
CASE_088,PlanExecute,Adversarial,SUCCESS,,,,100.0,,,
CASE_089,PlanExecute,Adversarial,SUCCESS,,,,87.5,,,
CASE_091,PlanExecute,Adversarial,SUCCESS,,,,100.0,,,
CASE_092,PlanExecute,Adversarial,SUCCESS,,,,35.0,,,
CASE_093,PlanExecute,Adversarial,SUCCESS,,,,100.0,,,
CASE_094,PlanExecute,Adversarial,SUCCESS,,,,100.0,,,
CASE_095,PlanExecute,Adversarial,SUCCESS,,,,100.0,,,
CASE_096,PlanExecute,Adversarial,SUCCESS,,,,100.0,,,
CASE_097,PlanExecute,Adversarial,SUCCESS,,,,10.0,,,
CASE_098,PlanExecute,Adversarial,SUCCESS,,,,5.0,,,
CASE_099,PlanExecute,Adversarial,SUCCESS,,,,35.0,,,
CASE_100,PlanExecute,Adversarial,SUCCESS,,,,40.0,,,
CASE_101,PlanExecute,Adversarial,SUCCESS,,,,87.5,,,
CASE_102,PlanExecute,Adversarial,SUCCESS,,,,90.0,,,
CASE_103,PlanExecute,Adversarial,SUCCESS,,,,100.0,,,
CASE_104,PlanExecute,Adversarial,SUCCESS,,,,92.5,,,
CASE_105,PlanExecute,Adversarial,SUCCESS,,,,55.0,,,
CASE_106,PlanExecute,Adversarial,SUCCESS,,,,25.0,,,
CASE_107,PlanExecute,Adversarial,SUCCESS,,,,35.0,,,
CASE_108,PlanExecute,Adversarial,SUCCESS,,,,35.0,,,
CASE_109,PlanExecute,Adversarial,SUCCESS,,,,25.0,,,
CASE_110,PlanExecute,Adversarial,SUCCESS,,,,42.5,,,
CASE_111,PlanExecute,Adversarial,SUCCESS,,,,10.0,,,
CASE_112,PlanExecute,Adversarial,SUCCESS,,,,100.0,,,
CASE_113,PlanExecute,Adversarial,FAILED_INCOMPLETE,,,,5.0,,,
CASE_114,PlanExecute,Adversarial,SUCCESS,,,,35.0,,,
CASE_115,PlanExecute,Adversarial,SUCCESS,,,,100.0,,,
CASE_116,PlanExecute,Adversarial,LOOP_FAILURE,,,,30.0,,,
CASE_117,PlanExecute,Adversarial,SUCCESS,,,,40.0,,,
CASE_118,PlanExecute,Adversarial,SUCCESS,,,,10.0,,,
CASE_119,PlanExecute,Adversarial,SUCCESS,,,,40.0,,,
CASE_120,PlanExecute,Adversarial,SUCCESS,,,,35.0,,,
CASE_121,PlanExecute,Adversarial,SUCCESS,,,,35.0,,,
CASE_122,PlanExecute,Adversarial,SUCCESS,,,,42.5,,,
CASE_123,PlanExecute,Adversarial,SUCCESS,,,,15.0,,,
CASE_124,PlanExecute,Adversarial,SUCCESS,,,,30.0,,,
CASE_125,PlanExecute,Adversarial,SUCCESS,,,,30.0,,,
CASE_126,PlanExecute,Adversarial,SUCCESS,,,,40.0,,,
CASE_127,PlanExecute,Adversarial,SUCCESS,,,,17.5,,,
CASE_128,PlanExecute,Adversarial,SUCCESS,,,,30.0,,,
CASE_129,PlanExecute,Adversarial,SUCCESS,,,,35.0,,,
CASE_130,PlanExecute,Adversarial,SUCCESS,,,,5.0,,,
CASE_131,PlanExecute,Adversarial,SUCCESS,,,,100.0,,,
CASE_132,PlanExecute,Adversarial,SUCCESS,,,,100.0,,,
CASE_133,PlanExecute,Adversarial,SUCCESS,,,,100.0,,,
CASE_134,PlanExecute,Adversarial,SUCCESS,,,,30.0,,,
CASE_135,PlanExecute,Adversarial,SUCCESS,,,,100.0,,,
CASE_136,PlanExecute,Adversarial,SUCCESS,,,,67.5,,,
CASE_137,PlanExecute,Adversarial,SUCCESS,,,,100.0,,,
CASE_138,PlanExecute,Adversarial,SUCCESS,,,,60.0,,,
CASE_139,PlanExecute,Adversarial,SUCCESS,,,,100.0,,,
CASE_140,PlanExecute,Adversarial,SUCCESS,,,,100.0,,,
CASE_142,PlanExecute,Adversarial,SUCCESS,,,,100.0,,,
CASE_143,PlanExecute,Adversarial,SUCCESS,,,,100.0,,,
CASE_144,PlanExecute,Adversarial,SUCCESS,,,,5.0,,,
CASE_145,PlanExecute,Adversarial,SUCCESS,,,,32.5,,,
CASE_146,PlanExecute,Adversarial,SUCCESS,,,,55.0,,,
CASE_147,PlanExecute,Adversarial,SUCCESS,,,,35.0,,,
CASE_148,PlanExecute,Adversarial,SUCCESS,,,,25.0,,,
CASE_150,PlanExecute,Adversarial,SUCCESS,,,,100.0,,,
CASE_003,Single-slot,VIP,SUCCESS,,,,40.0,,,
CASE_004,Single-slot,VIP,SUCCESS,,,,100.0,,,
CASE_005,Single-slot,VIP,SUCCESS,,,,75.0,,,
CASE_006,Single-slot,VIP,SUCCESS,,,,75.0,,,
CASE_007,Single-slot,VIP,FAILED_INCOMPLETE,,,,35.0,,,
CASE_008,Single-slot,VIP,SUCCESS,,,,95.0,,,
CASE_010,Single-slot,VIP,SUCCESS,,,,75.0,,,
CASE_011,Single-slot,VIP,LOOP_FAILURE,,,,35.0,,,
CASE_012,Single-slot,VIP,FAILED_INCOMPLETE,,,,87.5,,,
CASE_013,Single-slot,VIP,FAILED_INCOMPLETE,,,,62.5,,,
CASE_014,Single-slot,VIP,FAILED_INCOMPLETE,,,,5.0,,,
CASE_016,Single-slot,VIP,LOOP_FAILURE,,,,100.0,,,
CASE_017,Single-slot,VIP,SUCCESS,,,,67.5,,,
CASE_018,Single-slot,VIP,FAILED_INCOMPLETE,,,,100.0,,,
CASE_020,Single-slot,VIP,FAILED_INCOMPLETE,,,,100.0,,,
CASE_021,Single-slot,VIP,SUCCESS,,,,100.0,,,
CASE_022,Single-slot,VIP,SUCCESS,,,,100.0,,,
CASE_023,Single-slot,VIP,SUCCESS,,,,100.0,,,
CASE_024,Single-slot,VIP,SUCCESS,,,,100.0,,,
CASE_025,Single-slot,VIP,SUCCESS,,,,100.0,,,
CASE_026,Single-slot,VIP,SUCCESS,,,,100.0,,,
CASE_027,Single-slot,VIP,SUCCESS,,,,100.0,,,
CASE_028,Single-slot,VIP,SUCCESS,,,,67.5,,,
CASE_029,Single-slot,VIP,SUCCESS,,,,100.0,,,
CASE_030,Single-slot,VIP,SUCCESS,,,,100.0,,,
CASE_031,Single-slot,VIP,SUCCESS,,,,100.0,,,
CASE_032,Single-slot,VIP,SUCCESS,,,,100.0,,,
CASE_033,Single-slot,VIP,SUCCESS,,,,60.0,,,
CASE_034,Single-slot,VIP,SUCCESS,,,,100.0,,,
CASE_035,Single-slot,VIP,SUCCESS,,,,67.5,,,
CASE_036,Single-slot,VIP,SUCCESS,,,,100.0,,,
CASE_037,Single-slot,VIP,SUCCESS,,,,55.0,,,
CASE_038,Single-slot,VIP,FAILED_INCOMPLETE,,,,45.0,,,
CASE_039,Single-slot,VIP,LOOP_FAILURE,,,,47.5,,,
CASE_040,Single-slot,VIP,SUCCESS,,,,100.0,,,
CASE_041,Single-slot,VIP,FAILED_INCOMPLETE,,,,30.0,,,
CASE_042,Single-slot,VIP,FAILED_INCOMPLETE,,,,45.0,,,
CASE_043,Single-slot,VIP,FAILED_INCOMPLETE,,,,35.0,,,
CASE_044,Single-slot,VIP,FAILED_INCOMPLETE,,,,47.5,,,
CASE_046,Single-slot,VIP,FAILED_INCOMPLETE,,,,30.0,,,
CASE_047,Single-slot,VIP,FAILED_INCOMPLETE,,,,37.5,,,
CASE_048,Single-slot,VIP,SUCCESS,,,,35.0,,,
CASE_049,Single-slot,VIP,FAILED_INCOMPLETE,,,,22.5,,,
CASE_050,Single-slot,VIP,SUCCESS,,,,75.0,,,
CASE_051,Single-slot,VIP,FAILED_INCOMPLETE,,,,60.0,,,
CASE_052,Single-slot,VIP,FAILED_INCOMPLETE,,,,67.5,,,
CASE_053,Single-slot,VIP,LOOP_FAILURE,,,,100.0,,,
CASE_054,Single-slot,VIP,FAILED_INCOMPLETE,,,,52.5,,,
CASE_055,Single-slot,VIP,SUCCESS,,,,5.0,,,
CASE_056,Single-slot,VIP,FAILED_INCOMPLETE,,,,5.0,,,
CASE_057,Single-slot,VIP,SUCCESS,,,,67.5,,,
CASE_058,Single-slot,VIP,SUCCESS,,,,22.5,,,
CASE_059,Single-slot,VIP,FAILED_INCOMPLETE,,,,35.0,,,
CASE_060,Single-slot,VIP,FAILED_INCOMPLETE,,,,40.0,,,
CASE_061,Single-slot,VIP,SUCCESS,,,,5.0,,,
CASE_062,Single-slot,VIP,SUCCESS,,,,62.5,,,
CASE_063,Single-slot,VIP,SUCCESS,,,,32.5,,,
CASE_064,Single-slot,VIP,SUCCESS,,,,100.0,,,
CASE_065,Single-slot,VIP,LOOP_FAILURE,,,,35.0,,,
CASE_066,Single-slot,VIP,SUCCESS,,,,22.5,,,
CASE_067,Single-slot,VIP,SUCCESS,,,,100.0,,,
CASE_068,Single-slot,VIP,SUCCESS,,,,40.0,,,
CASE_069,Single-slot,VIP,LOOP_FAILURE,,,,40.0,,,
CASE_070,Single-slot,VIP,SUCCESS,,,,75.0,,,
CASE_071,Single-slot,VIP,SUCCESS,,,,100.0,,,
CASE_072,Single-slot,VIP,SUCCESS,,,,100.0,,,
CASE_073,Single-slot,VIP,SUCCESS,,,,85.0,,,
CASE_074,Single-slot,VIP,SUCCESS,,,,30.0,,,
CASE_076,Single-slot,VIP,SUCCESS,,,,10.0,,,
CASE_077,Single-slot,VIP,SUCCESS,,,,100.0,,,
CASE_078,Single-slot,VIP,SUCCESS,,,,100.0,,,
CASE_079,Single-slot,VIP,SUCCESS,,,,100.0,,,
CASE_080,Single-slot,VIP,SUCCESS,,,,75.0,,,
CASE_081,Single-slot,VIP,SUCCESS,,,,100.0,,,
CASE_082,Single-slot,VIP,SUCCESS,,,,60.0,,,
CASE_083,Single-slot,VIP,SUCCESS,,,,40.0,,,
CASE_084,Single-slot,VIP,SUCCESS,,,,100.0,,,
CASE_085,Single-slot,VIP,SUCCESS,,,,100.0,,,
CASE_086,Single-slot,VIP,SUCCESS,,,,22.5,,,
CASE_087,Single-slot,VIP,SUCCESS,,,,100.0,,,
CASE_088,Single-slot,VIP,SUCCESS,,,,72.5,,,
CASE_089,Single-slot,VIP,SUCCESS,,,,60.0,,,
CASE_091,Single-slot,VIP,SUCCESS,,,,100.0,,,
CASE_092,Single-slot,VIP,FAILED_INCOMPLETE,,,,35.0,,,
CASE_093,Single-slot,VIP,SUCCESS,,,,100.0,,,
CASE_094,Single-slot,VIP,SUCCESS,,,,92.5,,,
CASE_095,Single-slot,VIP,SUCCESS,,,,100.0,,,
CASE_096,Single-slot,VIP,LOOP_FAILURE,,,,100.0,,,
CASE_097,Single-slot,VIP,FAILED_INCOMPLETE,,,,75.0,,,
CASE_098,Single-slot,VIP,LOOP_FAILURE,,,,40.0,,,
CASE_099,Single-slot,VIP,FAILED_INCOMPLETE,,,,35.0,,,
CASE_100,Single-slot,VIP,SUCCESS,,,,100.0,,,
CASE_101,Single-slot,VIP,SUCCESS,,,,35.0,,,
CASE_102,Single-slot,VIP,SUCCESS,,,,55.0,,,
CASE_103,Single-slot,VIP,SUCCESS,,,,75.0,,,
CASE_104,Single-slot,VIP,SUCCESS,,,,5.0,,,
CASE_105,Single-slot,VIP,FAILED_INCOMPLETE,,,,30.0,,,
CASE_106,Single-slot,VIP,FAILED_INCOMPLETE,,,,25.0,,,
CASE_107,Single-slot,VIP,SUCCESS,,,,72.5,,,
CASE_108,Single-slot,VIP,SUCCESS,,,,67.5,,,
CASE_109,Single-slot,VIP,SUCCESS,,,,22.5,,,
CASE_110,Single-slot,VIP,FAILED_INCOMPLETE,,,,42.5,,,
CASE_111,Single-slot,VIP,LOOP_FAILURE,,,,25.0,,,
CASE_112,Single-slot,VIP,SUCCESS,,,,15.0,,,
CASE_113,Single-slot,VIP,SUCCESS,,,,35.0,,,
CASE_114,Single-slot,VIP,SUCCESS,,,,15.0,,,
CASE_115,Single-slot,VIP,SUCCESS,,,,100.0,,,
CASE_116,Single-slot,VIP,SUCCESS,,,,42.5,,,
CASE_117,Single-slot,VIP,SUCCESS,,,,100.0,,,
CASE_118,Single-slot,VIP,SUCCESS,,,,35.0,,,
CASE_119,Single-slot,VIP,FAILED_INCOMPLETE,,,,10.0,,,
CASE_120,Single-slot,VIP,FAILED_INCOMPLETE,,,,10.0,,,
CASE_121,Single-slot,VIP,SUCCESS,,,,15.0,,,
CASE_122,Single-slot,VIP,SUCCESS,,,,10.0,,,
CASE_123,Single-slot,VIP,SUCCESS,,,,10.0,,,
CASE_124,Single-slot,VIP,SUCCESS,,,,15.0,,,
CASE_125,Single-slot,VIP,LOOP_FAILURE,,,,30.0,,,
CASE_126,Single-slot,VIP,LOOP_FAILURE,,,,10.0,,,
CASE_127,Single-slot,VIP,SUCCESS,,,,10.0,,,
CASE_128,Single-slot,VIP,FAILED_INCOMPLETE,,,,50.0,,,
CASE_129,Single-slot,VIP,SUCCESS,,,,5.0,,,
CASE_130,Single-slot,VIP,SUCCESS,,,,5.0,,,
CASE_131,Single-slot,VIP,SUCCESS,,,,100.0,,,
CASE_132,Single-slot,VIP,SUCCESS,,,,17.5,,,
CASE_133,Single-slot,VIP,SUCCESS,,,,10.0,,,
CASE_134,Single-slot,VIP,SUCCESS,,,,100.0,,,
CASE_135,Single-slot,VIP,SUCCESS,,,,100.0,,,
CASE_136,Single-slot,VIP,SUCCESS,,,,60.0,,,
CASE_137,Single-slot,VIP,SUCCESS,,,,100.0,,,
CASE_138,Single-slot,VIP,SUCCESS,,,,67.5,,,
CASE_139,Single-slot,VIP,SUCCESS,,,,100.0,,,
CASE_140,Single-slot,VIP,SUCCESS,,,,100.0,,,
CASE_142,Single-slot,VIP,SUCCESS,,,,100.0,,,
CASE_143,Single-slot,VIP,FAILED_INCOMPLETE,,,,55.0,,,
CASE_144,Single-slot,VIP,LOOP_FAILURE,,,,27.5,,,
CASE_145,Single-slot,VIP,FAILED_INCOMPLETE,,,,47.5,,,
CASE_146,Single-slot,VIP,FAILED_INCOMPLETE,,,,100.0,,,
CASE_147,Single-slot,VIP,SUCCESS,,,,100.0,,,
CASE_148,Single-slot,VIP,FAILED_INCOMPLETE,,,,55.0,,,
CASE_149,Single-slot,VIP,FAILED_INCOMPLETE,,,,47.5,,,
CASE_150,Single-slot,VIP,SUCCESS,,,,100.0,,,
CASE_003,ReAct,VIP,SUCCESS,,,,100.0,,,
CASE_004,ReAct,VIP,SUCCESS,,,,100.0,,,
CASE_005,ReAct,VIP,SUCCESS,,,,100.0,,,
CASE_006,ReAct,VIP,SUCCESS,,,,100.0,,,
CASE_007,ReAct,VIP,SUCCESS,,,,40.0,,,
CASE_008,ReAct,VIP,SUCCESS,,,,100.0,,,
CASE_009,ReAct,VIP,SUCCESS,,,,100.0,,,
CASE_010,ReAct,VIP,SUCCESS,,,,85.0,,,
CASE_011,ReAct,VIP,SUCCESS,,,,60.0,,,
CASE_012,ReAct,VIP,LOOP_FAILURE,,,,40.0,,,
CASE_013,ReAct,VIP,SUCCESS,,,,52.5,,,
CASE_014,ReAct,VIP,SUCCESS,,,,100.0,,,
CASE_016,ReAct,VIP,SUCCESS,,,,100.0,,,
CASE_017,ReAct,VIP,SUCCESS,,,,100.0,,,
CASE_018,ReAct,VIP,LOOP_FAILURE,,,,40.0,,,
CASE_019,ReAct,VIP,SUCCESS,,,,92.5,,,
CASE_021,ReAct,VIP,SUCCESS,,,,100.0,,,
CASE_022,ReAct,VIP,SUCCESS,,,,100.0,,,
CASE_023,ReAct,VIP,SUCCESS,,,,100.0,,,
CASE_024,ReAct,VIP,SUCCESS,,,,100.0,,,
CASE_025,ReAct,VIP,SUCCESS,,,,100.0,,,
CASE_026,ReAct,VIP,SUCCESS,,,,100.0,,,
CASE_027,ReAct,VIP,SUCCESS,,,,100.0,,,
CASE_028,ReAct,VIP,SUCCESS,,,,62.5,,,
CASE_029,ReAct,VIP,SUCCESS,,,,100.0,,,
CASE_030,ReAct,VIP,SUCCESS,,,,100.0,,,
CASE_031,ReAct,VIP,SUCCESS,,,,100.0,,,
CASE_032,ReAct,VIP,SUCCESS,,,,100.0,,,
CASE_033,ReAct,VIP,SUCCESS,,,,60.0,,,
CASE_034,ReAct,VIP,SUCCESS,,,,100.0,,,
CASE_035,ReAct,VIP,SUCCESS,,,,60.0,,,
CASE_036,ReAct,VIP,SUCCESS,,,,100.0,,,
CASE_037,ReAct,VIP,SUCCESS,,,,60.0,,,
CASE_038,ReAct,VIP,SUCCESS,,,,35.0,,,
CASE_039,ReAct,VIP,SUCCESS,,,,40.0,,,
CASE_040,ReAct,VIP,SUCCESS,,,,100.0,,,
CASE_041,ReAct,VIP,SUCCESS,,,,85.0,,,
CASE_042,ReAct,VIP,SUCCESS,,,,100.0,,,
CASE_043,ReAct,VIP,SUCCESS,,,,72.5,,,
CASE_044,ReAct,VIP,SUCCESS,,,,100.0,,,
CASE_045,ReAct,VIP,SUCCESS,,,,52.5,,,
CASE_046,ReAct,VIP,SUCCESS,,,,30.0,,,
CASE_047,ReAct,VIP,SUCCESS,,,,85.0,,,
CASE_048,ReAct,VIP,SUCCESS,,,,40.0,,,
CASE_049,ReAct,VIP,SUCCESS,,,,40.0,,,
CASE_050,ReAct,VIP,SUCCESS,,,,60.0,,,
CASE_051,ReAct,VIP,SUCCESS,,,,40.0,,,
CASE_052,ReAct,VIP,SUCCESS,,,,42.5,,,
CASE_053,ReAct,VIP,SUCCESS,,,,85.0,,,
CASE_054,ReAct,VIP,SUCCESS,,,,72.5,,,
CASE_055,ReAct,VIP,SUCCESS,,,,100.0,,,
CASE_056,ReAct,VIP,SUCCESS,,,,40.0,,,
CASE_057,ReAct,VIP,SUCCESS,,,,100.0,,,
CASE_058,ReAct,VIP,SUCCESS,,,,40.0,,,
CASE_059,ReAct,VIP,SUCCESS,,,,30.0,,,
CASE_060,ReAct,VIP,SUCCESS,,,,100.0,,,
CASE_061,ReAct,VIP,SUCCESS,,,,100.0,,,
CASE_062,ReAct,VIP,SUCCESS,,,,40.0,,,
CASE_063,ReAct,VIP,SUCCESS,,,,27.5,,,
CASE_064,ReAct,VIP,SUCCESS,,,,40.0,,,
CASE_065,ReAct,VIP,SUCCESS,,,,40.0,,,
CASE_066,ReAct,VIP,SUCCESS,,,,47.5,,,
CASE_067,ReAct,VIP,SUCCESS,,,,27.5,,,
CASE_068,ReAct,VIP,SUCCESS,,,,35.0,,,
CASE_069,ReAct,VIP,SUCCESS,,,,40.0,,,
CASE_070,ReAct,VIP,SUCCESS,,,,40.0,,,
CASE_071,ReAct,VIP,SUCCESS,,,,100.0,,,
CASE_072,ReAct,VIP,SUCCESS,,,,100.0,,,
CASE_073,ReAct,VIP,SUCCESS,,,,100.0,,,
CASE_074,ReAct,VIP,SUCCESS,,,,100.0,,,
CASE_076,ReAct,VIP,SUCCESS,,,,100.0,,,
CASE_077,ReAct,VIP,SUCCESS,,,,100.0,,,
CASE_078,ReAct,VIP,SUCCESS,,,,100.0,,,
CASE_079,ReAct,VIP,SUCCESS,,,,100.0,,,
CASE_080,ReAct,VIP,SUCCESS,,,,47.5,,,
CASE_081,ReAct,VIP,SUCCESS,,,,100.0,,,
CASE_082,ReAct,VIP,SUCCESS,,,,40.0,,,
CASE_083,ReAct,VIP,LOOP_FAILURE,,,,100.0,,,
CASE_084,ReAct,VIP,SUCCESS,,,,100.0,,,
CASE_085,ReAct,VIP,SUCCESS,,,,100.0,,,
CASE_086,ReAct,VIP,LOOP_FAILURE,,,,100.0,,,
CASE_087,ReAct,VIP,SUCCESS,,,,100.0,,,
CASE_088,ReAct,VIP,SUCCESS,,,,100.0,,,
CASE_089,ReAct,VIP,SUCCESS,,,,100.0,,,
CASE_091,ReAct,VIP,SUCCESS,,,,100.0,,,
CASE_092,ReAct,VIP,SUCCESS,,,,100.0,,,
CASE_093,ReAct,VIP,SUCCESS,,,,100.0,,,
CASE_094,ReAct,VIP,SUCCESS,,,,100.0,,,
CASE_095,ReAct,VIP,SUCCESS,,,,100.0,,,
CASE_096,ReAct,VIP,SUCCESS,,,,40.0,,,
CASE_097,ReAct,VIP,SUCCESS,,,,32.5,,,
CASE_098,ReAct,VIP,SUCCESS,,,,52.5,,,
CASE_099,ReAct,VIP,SUCCESS,,,,77.5,,,
CASE_100,ReAct,VIP,SUCCESS,,,,40.0,,,
CASE_101,ReAct,VIP,SUCCESS,,,,92.5,,,
CASE_102,ReAct,VIP,SUCCESS,,,,100.0,,,
CASE_103,ReAct,VIP,SUCCESS,,,,100.0,,,
CASE_104,ReAct,VIP,SUCCESS,,,,27.5,,,
CASE_105,ReAct,VIP,SUCCESS,,,,100.0,,,
CASE_106,ReAct,VIP,SUCCESS,,,,47.5,,,
CASE_107,ReAct,VIP,SUCCESS,,,,27.5,,,
CASE_108,ReAct,VIP,SUCCESS,,,,20.0,,,
CASE_109,ReAct,VIP,SUCCESS,,,,35.0,,,
