w_outcome,w_tool,w_trajectory,w_efficiency,mean_ReAct,mean_PlanExecute,mean_Reflection,mean_Single_slot,rank1,rank2,rank3,rank4
0.1,0.4,0.4,0.1,62.32,86.01,76.78,84.5,PlanExecute,Single-slot,Reflection,ReAct
0.1,0.4,0.45,0.05,60.57,86.13,80.57,85.23,PlanExecute,Single-slot,Reflection,ReAct
0.1,0.45,0.05,0.4,72.01,83.97,52.45,78.7,PlanExecute,Single-slot,ReAct,Reflection
0.1,0.45,0.1,0.35,70.27,84.09,56.26,79.43,PlanExecute,Single-slot,ReAct,Reflection
0.1,0.45,0.15,0.3,68.52,84.21,60.04,80.17,PlanExecute,Single-slot,ReAct,Reflection
0.1,0.45,0.2,0.25,66.78,84.33,63.83,80.9,PlanExecute,Single-slot,ReAct,Reflection
0.1,0.45,0.25,0.2,65.03,84.45,67.62,81.63,PlanExecute,Single-slot,Reflection,ReAct
0.1,0.45,0.3,0.15,63.29,84.57,71.4,82.36,PlanExecute,Single-slot,Reflection,ReAct
0.1,0.45,0.35,0.1,61.55,84.69,75.19,83.09,PlanExecute,Single-slot,Reflection,ReAct
0.1,0.45,0.4,0.05,59.8,84.81,78.98,83.82,PlanExecute,Single-slot,Reflection,ReAct
0.1,0.5,0.05,0.35,69.5,82.76,54.66,78.02,PlanExecute,Single-slot,ReAct,Reflection
0.1,0.5,0.1,0.3,67.75,82.89,58.46,78.76,PlanExecute,Single-slot,ReAct,Reflection
0.1,0.5,0.15,0.25,66.01,83.01,62.24,79.49,PlanExecute,Single-slot,ReAct,Reflection
0.1,0.5,0.2,0.2,64.26,83.13,66.03,80.22,PlanExecute,Single-slot,Reflection,ReAct
0.1,0.5,0.25,0.15,62.52,83.25,69.82,80.95,PlanExecute,Single-slot,Reflection,ReAct
0.1,0.5,0.3,0.1,60.78,83.37,73.6,81.68,PlanExecute,Single-slot,Reflection,ReAct
0.1,0.5,0.35,0.05,59.03,83.49,77.39,82.41,PlanExecute,Single-slot,Reflection,ReAct
0.1,0.55,0.05,0.3,66.98,81.56,56.87,77.35,PlanExecute,Single-slot,ReAct,Reflection
0.1,0.55,0.1,0.25,65.24,81.68,60.65,78.08,PlanExecute,Single-slot,ReAct,Reflection
0.1,0.55,0.15,0.2,63.49,81.81,64.44,78.81,PlanExecute,Single-slot,Reflection,ReAct
0.1,0.55,0.2,0.15,61.75,81.93,68.23,79.54,PlanExecute,Single-slot,Reflection,ReAct
0.1,0.55,0.25,0.1,60.01,82.05,72.01,80.27,PlanExecute,Single-slot,Reflection,ReAct
0.1,0.55,0.3,0.05,58.26,82.17,75.8,81.0,PlanExecute,Single-slot,Reflection,ReAct
0.1,0.6,0.05,0.25,64.47,80.36,59.07,76.67,PlanExecute,Single-slot,ReAct,Reflection
0.1,0.6,0.1,0.2,62.72,80.48,62.85,77.4,PlanExecute,Single-slot,Reflection,ReAct
0.1,0.6,0.15,0.15,60.98,80.6,66.64,78.13,PlanExecute,Single-slot,Reflection,ReAct
0.1,0.6,0.2,0.1,59.24,80.73,70.43,78.86,PlanExecute,Single-slot,Reflection,ReAct
0.1,0.6,0.25,0.05,57.49,80.85,74.21,79.59,PlanExecute,Single-slot,Reflection,ReAct
0.1,0.65,0.05,0.2,61.95,79.16,61.26,75.99,PlanExecute,Single-slot,ReAct,Reflection
0.1,0.65,0.1,0.15,60.21,79.28,65.05,76.72,PlanExecute,Single-slot,Reflection,ReAct
0.1,0.65,0.15,0.1,58.47,79.4,68.84,77.45,PlanExecute,Single-slot,Reflection,ReAct
0.1,0.65,0.2,0.05,56.72,79.52,72.62,78.18,PlanExecute,Single-slot,Reflection,ReAct
0.1,0.7,0.05,0.15,59.44,77.96,63.46,75.31,PlanExecute,Single-slot,Reflection,ReAct
0.1,0.7,0.1,0.1,57.7,78.08,67.25,76.04,PlanExecute,Single-slot,Reflection,ReAct
0.1,0.7,0.15,0.05,55.95,78.2,71.03,76.77,PlanExecute,Single-slot,Reflection,ReAct
0.1,0.75,0.05,0.1,56.93,76.76,65.66,74.63,PlanExecute,Single-slot,Reflection,ReAct
0.1,0.75,0.1,0.05,55.18,76.88,69.45,75.36,PlanExecute,Single-slot,Reflection,ReAct
0.1,0.8,0.05,0.05,54.41,75.56,67.86,73.95,PlanExecute,Single-slot,Reflection,ReAct
0.15,0.05,0.05,0.75,91.31,92.69,37.34,83.59,PlanExecute,ReAct,Single-slot,Reflection
0.15,0.05,0.1,0.7,89.57,92.81,41.16,84.32,PlanExecute,ReAct,Single-slot,Reflection
0.15,0.05,0.15,0.65,87.83,92.93,44.98,85.05,PlanExecute,ReAct,Single-slot,Reflection
0.15,0.05,0.2,0.6,86.08,93.05,48.8,85.79,PlanExecute,ReAct,Single-slot,Reflection
0.15,0.05,0.25,0.55,84.34,93.17,52.6,86.52,PlanExecute,Single-slot,ReAct,Reflection
0.15,0.05,0.3,0.5,82.59,93.29,56.39,87.25,PlanExecute,Single-slot,ReAct,Reflection
0.15,0.05,0.35,0.45,80.85,93.41,60.17,87.98,PlanExecute,Single-slot,ReAct,Reflection
0.15,0.05,0.4,0.4,79.1,93.53,63.96,88.71,PlanExecute,Single-slot,ReAct,Reflection
0.15,0.05,0.45,0.35,77.36,93.65,67.75,89.44,PlanExecute,Single-slot,ReAct,Reflection
0.15,0.05,0.5,0.3,75.62,93.78,71.53,90.17,PlanExecute,Single-slot,ReAct,Reflection
0.15,0.05,0.55,0.25,73.87,93.9,75.32,90.9,PlanExecute,Single-slot,Reflection,ReAct
0.15,0.05,0.6,0.2,72.13,94.02,79.11,91.63,PlanExecute,Single-slot,Reflection,ReAct
0.15,0.05,0.65,0.15,70.38,94.14,82.89,92.36,PlanExecute,Single-slot,Reflection,ReAct
0.15,0.05,0.7,0.1,68.64,94.26,86.68,93.1,PlanExecute,Single-slot,Reflection,ReAct
0.15,0.05,0.75,0.05,66.89,94.38,90.47,93.83,PlanExecute,Single-slot,Reflection,ReAct
0.15,0.1,0.05,0.7,88.8,91.49,39.55,82.91,PlanExecute,ReAct,Single-slot,Reflection
0.15,0.1,0.1,0.65,87.06,91.61,43.37,83.65,PlanExecute,ReAct,Single-slot,Reflection
0.15,0.1,0.15,0.6,85.31,91.73,47.19,84.38,PlanExecute,ReAct,Single-slot,Reflection
0.15,0.1,0.2,0.55,83.57,91.85,51.0,85.11,PlanExecute,Single-slot,ReAct,Reflection
0.15,0.1,0.25,0.5,81.82,91.97,54.8,85.84,PlanExecute,Single-slot,ReAct,Reflection
0.15,0.1,0.3,0.45,80.08,92.09,58.58,86.57,PlanExecute,Single-slot,ReAct,Reflection
0.15,0.1,0.35,0.4,78.33,92.21,62.37,87.3,PlanExecute,Single-slot,ReAct,Reflection
0.15,0.1,0.4,0.35,76.59,92.33,66.16,88.03,PlanExecute,Single-slot,ReAct,Reflection
0.15,0.1,0.45,0.3,74.85,92.45,69.94,88.76,PlanExecute,Single-slot,ReAct,Reflection
0.15,0.1,0.5,0.25,73.1,92.57,73.73,89.49,PlanExecute,Single-slot,Reflection,ReAct
0.15,0.1,0.55,0.2,71.36,92.7,77.52,90.22,PlanExecute,Single-slot,Reflection,ReAct
0.15,0.1,0.6,0.15,69.61,92.82,81.3,90.96,PlanExecute,Single-slot,Reflection,ReAct
0.15,0.1,0.65,0.1,67.87,92.94,85.09,91.69,PlanExecute,Single-slot,Reflection,ReAct
0.15,0.1,0.7,0.05,66.12,93.06,88.88,92.42,PlanExecute,Single-slot,Reflection,ReAct
0.15,0.15,0.05,0.65,86.29,90.29,41.76,82.24,PlanExecute,ReAct,Single-slot,Reflection
0.15,0.15,0.1,0.6,84.54,90.41,45.58,82.97,PlanExecute,ReAct,Single-slot,Reflection
0.15,0.15,0.15,0.55,82.8,90.53,49.4,83.7,PlanExecute,Single-slot,ReAct,Reflection
0.15,0.15,0.2,0.5,81.05,90.65,53.21,84.43,PlanExecute,Single-slot,ReAct,Reflection
0.15,0.15,0.25,0.45,79.31,90.77,57.0,85.16,PlanExecute,Single-slot,ReAct,Reflection
0.15,0.15,0.3,0.4,77.56,90.89,60.78,85.89,PlanExecute,Single-slot,ReAct,Reflection
0.15,0.15,0.35,0.35,75.82,91.01,64.57,86.62,PlanExecute,Single-slot,ReAct,Reflection
0.15,0.15,0.4,0.3,74.08,91.13,68.36,87.35,PlanExecute,Single-slot,ReAct,Reflection
0.15,0.15,0.45,0.25,72.33,91.25,72.14,88.08,PlanExecute,Single-slot,ReAct,Reflection
0.15,0.15,0.5,0.2,70.59,91.37,75.93,88.81,PlanExecute,Single-slot,Reflection,ReAct
0.15,0.15,0.55,0.15,68.84,91.49,79.72,89.55,PlanExecute,Single-slot,Reflection,ReAct
0.15,0.15,0.6,0.1,67.1,91.62,83.5,90.28,PlanExecute,Single-slot,Reflection,ReAct
0.15,0.15,0.65,0.05,65.35,91.74,87.29,91.01,PlanExecute,Single-slot,Reflection,ReAct
0.15,0.2,0.05,0.6,83.77,89.09,43.97,81.56,PlanExecute,ReAct,Single-slot,Reflection
0.15,0.2,0.1,0.55,82.03,89.21,47.8,82.29,PlanExecute,Single-slot,ReAct,Reflection
0.15,0.2,0.15,0.5,80.28,89.33,51.61,83.02,PlanExecute,Single-slot,ReAct,Reflection
0.15,0.2,0.2,0.45,78.54,89.45,55.41,83.75,PlanExecute,Single-slot,ReAct,Reflection
0.15,0.2,0.25,0.4,76.79,89.57,59.19,84.48,PlanExecute,Single-slot,ReAct,Reflection
0.15,0.2,0.3,0.35,75.05,89.69,62.98,85.21,PlanExecute,Single-slot,ReAct,Reflection
0.15,0.2,0.35,0.3,73.31,89.81,66.77,85.94,PlanExecute,Single-slot,ReAct,Reflection
0.15,0.2,0.4,0.25,71.56,89.93,70.55,86.67,PlanExecute,Single-slot,ReAct,Reflection
0.15,0.2,0.45,0.2,69.82,90.05,74.34,87.41,PlanExecute,Single-slot,Reflection,ReAct
0.15,0.2,0.5,0.15,68.07,90.17,78.13,88.14,PlanExecute,Single-slot,Reflection,ReAct
0.15,0.2,0.55,0.1,66.33,90.29,81.91,88.87,PlanExecute,Single-slot,Reflection,ReAct
0.15,0.2,0.6,0.05,64.58,90.42,85.7,89.6,PlanExecute,Single-slot,Reflection,ReAct
0.15,0.25,0.05,0.55,81.26,87.89,46.19,80.88,PlanExecute,ReAct,Single-slot,Reflection
0.15,0.25,0.1,0.5,79.51,88.01,50.01,81.61,PlanExecute,Single-slot,ReAct,Reflection
0.15,0.25,0.15,0.45,77.77,88.13,53.82,82.34,PlanExecute,Single-slot,ReAct,Reflection
0.15,0.25,0.2,0.4,76.02,88.25,57.6,83.07,PlanExecute,Single-slot,ReAct,Reflection
0.15,0.25,0.25,0.35,74.28,88.37,61.39,83.8,PlanExecute,Single-slot,ReAct,Reflection
0.15,0.25,0.3,0.3,72.54,88.49,65.18,84.53,PlanExecute,Single-slot,ReAct,Reflection
0.15,0.25,0.35,0.25,70.79,88.61,68.97,85.26,PlanExecute,Single-slot,ReAct,Reflection
0.15,0.25,0.4,0.2,69.05,88.73,72.75,86.0,PlanExecute,Single-slot,Reflection,ReAct
0.15,0.25,0.45,0.15,67.3,88.85,76.54,86.73,PlanExecute,Single-slot,Reflection,ReAct
0.15,0.25,0.5,0.1,65.56,88.97,80.33,87.46,PlanExecute,Single-slot,Reflection,ReAct
0.15,0.25,0.55,0.05,63.82,89.09,84.11,88.19,PlanExecute,Single-slot,Reflection,ReAct
0.15,0.3,0.05,0.5,78.74,86.69,48.4,80.2,PlanExecute,Single-slot,ReAct,Reflection
0.15,0.3,0.1,0.45,77.0,86.81,52.22,80.93,PlanExecute,Single-slot,ReAct,Reflection
0.15,0.3,0.15,0.4,75.25,86.93,56.02,81.66,PlanExecute,Single-slot,ReAct,Reflection
0.15,0.3,0.2,0.35,73.51,87.05,59.8,82.39,PlanExecute,Single-slot,ReAct,Reflection
0.15,0.3,0.25,0.3,71.77,87.17,63.59,83.12,PlanExecute,Single-slot,ReAct,Reflection
0.15,0.3,0.3,0.25,70.02,87.29,67.38,83.86,PlanExecute,Single-slot,ReAct,Reflection
0.15,0.3,0.35,0.2,68.28,87.41,71.16,84.59,PlanExecute,Single-slot,Reflection,ReAct
0.15,0.3,0.4,0.15,66.53,87.53,74.95,85.32,PlanExecute,Single-slot,Reflection,ReAct
0.15,0.3,0.45,0.1,64.79,87.65,78.74,86.05,PlanExecute,Single-slot,Reflection,ReAct
0.15,0.3,0.5,0.05,63.05,87.77,82.52,86.78,PlanExecute,Single-slot,Reflection,ReAct
0.15,0.35,0.05,0.45,76.23,85.49,50.61,79.52,PlanExecute,Single-slot,ReAct,Reflection
0.15,0.35,0.1,0.4,74.48,85.61,54.42,80.25,PlanExecute,Single-slot,ReAct,Reflection
0.15,0.35,0.15,0.35,72.74,85.73,58.21,80.98,PlanExecute,Single-slot,ReAct,Reflection
0.15,0.35,0.2,0.3,71.0,85.85,62.0,81.72,PlanExecute,Single-slot,ReAct,Reflection
0.15,0.35,0.25,0.25,69.25,85.97,65.79,82.45,PlanExecute,Single-slot,ReAct,Reflection
0.15,0.35,0.3,0.2,67.51,86.09,69.57,83.18,PlanExecute,Single-slot,Reflection,ReAct
0.15,0.35,0.35,0.15,65.76,86.21,73.36,83.91,PlanExecute,Single-slot,Reflection,ReAct
0.15,0.35,0.4,0.1,64.02,86.33,77.15,84.64,PlanExecute,Single-slot,Reflection,ReAct
0.15,0.35,0.45,0.05,62.28,86.45,80.93,85.37,PlanExecute,Single-slot,Reflection,ReAct
0.15,0.4,0.05,0.4,73.72,84.29,52.82,78.84,PlanExecute,Single-slot,ReAct,Reflection
0.15,0.4,0.1,0.35,71.97,84.41,56.63,79.57,PlanExecute,Single-slot,ReAct,Reflection
0.15,0.4,0.15,0.3,70.23,84.53,60.41,80.31,PlanExecute,Single-slot,ReAct,Reflection
0.15,0.4,0.2,0.25,68.48,84.65,64.2,81.04,PlanExecute,Single-slot,ReAct,Reflection
0.15,0.4,0.25,0.2,66.74,84.77,67.99,81.77,PlanExecute,Single-slot,Reflection,ReAct
0.15,0.4,0.3,0.15,64.99,84.89,71.77,82.5,PlanExecute,Single-slot,Reflection,ReAct
0.15,0.4,0.35,0.1,63.25,85.01,75.56,83.23,PlanExecute,Single-slot,Reflection,ReAct
0.15,0.4,0.4,0.05,61.51,85.13,79.35,83.96,PlanExecute,Single-slot,Reflection,ReAct
0.15,0.45,0.05,0.35,71.2,83.09,55.03,78.17,PlanExecute,Single-slot,ReAct,Reflection
0.15,0.45,0.1,0.3,69.46,83.21,58.82,78.9,PlanExecute,Single-slot,ReAct,Reflection
0.15,0.45,0.15,0.25,67.71,83.33,62.61,79.63,PlanExecute,Single-slot,ReAct,Reflection
0.15,0.45,0.2,0.2,65.97,83.45,66.4,80.36,PlanExecute,Single-slot,Reflection,ReAct
0.15,0.45,0.25,0.15,64.22,83.57,70.18,81.09,PlanExecute,Single-slot,Reflection,ReAct
0.15,0.45,0.3,0.1,62.48,83.69,73.97,81.82,PlanExecute,Single-slot,Reflection,ReAct
0.15,0.45,0.35,0.05,60.74,83.81,77.76,82.55,PlanExecute,Single-slot,Reflection,ReAct
0.15,0.5,0.05,0.3,68.69,81.89,57.23,77.49,PlanExecute,Single-slot,ReAct,Reflection
0.15,0.5,0.1,0.25,66.94,82.01,61.02,78.22,PlanExecute,Single-slot,ReAct,Reflection
0.15,0.5,0.15,0.2,65.2,82.13,64.81,78.95,PlanExecute,Single-slot,ReAct,Reflection
0.15,0.5,0.2,0.15,63.45,82.25,68.6,79.68,PlanExecute,Single-slot,Reflection,ReAct
0.15,0.5,0.25,0.1,61.71,82.37,72.38,80.41,PlanExecute,Single-slot,Reflection,ReAct
0.15,0.5,0.3,0.05,59.97,82.49,76.17,81.14,PlanExecute,Single-slot,Reflection,ReAct
0.15,0.55,0.05,0.25,66.17,80.69,59.43,76.81,PlanExecute,Single-slot,ReAct,Reflection
0.15,0.55,0.1,0.2,64.43,80.81,63.22,77.54,PlanExecute,Single-slot,ReAct,Reflection
0.15,0.55,0.15,0.15,62.68,80.93,67.01,78.27,PlanExecute,Single-slot,Reflection,ReAct
0.15,0.55,0.2,0.1,60.94,81.05,70.79,79.0,PlanExecute,Single-slot,Reflection,ReAct
0.15,0.55,0.25,0.05,59.2,81.17,74.58,79.73,PlanExecute,Single-slot,Reflection,ReAct
0.15,0.6,0.05,0.2,63.66,79.49,61.63,76.13,PlanExecute,Single-slot,ReAct,Reflection
0.15,0.6,0.1,0.15,61.91,79.61,65.42,76.86,PlanExecute,Single-slot,Reflection,ReAct
0.15,0.6,0.15,0.1,60.17,79.73,69.2,77.59,PlanExecute,Single-slot,Reflection,ReAct
0.15,0.6,0.2,0.05,58.43,79.85,72.99,78.32,PlanExecute,Single-slot,Reflection,ReAct
0.15,0.65,0.05,0.15,61.14,78.28,63.83,75.45,PlanExecute,Single-slot,Reflection,ReAct
0.15,0.65,0.1,0.1,59.4,78.41,67.62,76.18,PlanExecute,Single-slot,Reflection,ReAct
0.15,0.65,0.15,0.05,57.66,78.53,71.4,76.91,PlanExecute,Single-slot,Reflection,ReAct
0.15,0.7,0.05,0.1,58.63,77.08,66.03,74.77,PlanExecute,Single-slot,Reflection,ReAct
0.15,0.7,0.1,0.05,56.89,77.2,69.81,75.5,PlanExecute,Single-slot,Reflection,ReAct
0.15,0.75,0.05,0.05,56.12,75.88,68.23,74.09,PlanExecute,Single-slot,Reflection,ReAct
0.2,0.05,0.05,0.7,90.5,91.81,39.92,83.05,PlanExecute,ReAct,Single-slot,Reflection
0.2,0.05,0.1,0.65,88.76,91.93,43.74,83.79,PlanExecute,ReAct,Single-slot,Reflection
0.2,0.05,0.15,0.6,87.02,92.05,47.56,84.52,PlanExecute,ReAct,Single-slot,Reflection
0.2,0.05,0.2,0.55,85.27,92.17,51.37,85.25,PlanExecute,ReAct,Single-slot,Reflection
0.2,0.05,0.25,0.5,83.53,92.29,55.16,85.98,PlanExecute,Single-slot,ReAct,Reflection
0.2,0.05,0.3,0.45,81.78,92.41,58.95,86.71,PlanExecute,Single-slot,ReAct,Reflection
0.2,0.05,0.35,0.4,80.04,92.54,62.74,87.44,PlanExecute,Single-slot,ReAct,Reflection
0.2,0.05,0.4,0.35,78.29,92.66,66.53,88.17,PlanExecute,Single-slot,ReAct,Reflection
0.2,0.05,0.45,0.3,76.55,92.78,70.31,88.9,PlanExecute,Single-slot,ReAct,Reflection
0.2,0.05,0.5,0.25,74.81,92.9,74.1,89.63,PlanExecute,Single-slot,ReAct,Reflection
0.2,0.05,0.55,0.2,73.06,93.02,77.89,90.36,PlanExecute,Single-slot,Reflection,ReAct
0.2,0.05,0.6,0.15,71.32,93.14,81.67,91.1,PlanExecute,Single-slot,Reflection,ReAct
0.2,0.05,0.65,0.1,69.57,93.26,85.46,91.83,PlanExecute,Single-slot,Reflection,ReAct
0.2,0.05,0.7,0.05,67.83,93.38,89.25,92.56,PlanExecute,Single-slot,Reflection,ReAct
0.2,0.1,0.05,0.65,87.99,90.61,42.13,82.38,PlanExecute,ReAct,Single-slot,Reflection
0.2,0.1,0.1,0.6,86.25,90.73,45.95,83.11,PlanExecute,ReAct,Single-slot,Reflection
0.2,0.1,0.15,0.55,84.5,90.85,49.77,83.84,PlanExecute,ReAct,Single-slot,Reflection
0.2,0.1,0.2,0.5,82.76,90.97,53.58,84.57,PlanExecute,Single-slot,ReAct,Reflection
0.2,0.1,0.25,0.45,81.01,91.09,57.36,85.3,PlanExecute,Single-slot,ReAct,Reflection
0.2,0.1,0.3,0.4,79.27,91.21,61.15,86.03,PlanExecute,Single-slot,ReAct,Reflection
0.2,0.1,0.35,0.35,77.52,91.33,64.94,86.76,PlanExecute,Single-slot,ReAct,Reflection
0.2,0.1,0.4,0.3,75.78,91.46,68.72,87.49,PlanExecute,Single-slot,ReAct,Reflection
0.2,0.1,0.45,0.25,74.04,91.58,72.51,88.22,PlanExecute,Single-slot,ReAct,Reflection
0.2,0.1,0.5,0.2,72.29,91.7,76.3,88.96,PlanExecute,Single-slot,Reflection,ReAct
0.2,0.1,0.55,0.15,70.55,91.82,80.08,89.69,PlanExecute,Single-slot,Reflection,ReAct
0.2,0.1,0.6,0.1,68.8,91.94,83.87,90.42,PlanExecute,Single-slot,Reflection,ReAct
0.2,0.1,0.65,0.05,67.06,92.06,87.66,91.15,PlanExecute,Single-slot,Reflection,ReAct
0.2,0.15,0.05,0.6,85.48,89.41,44.34,81.7,PlanExecute,ReAct,Single-slot,Reflection
0.2,0.15,0.1,0.55,83.73,89.53,48.16,82.43,PlanExecute,ReAct,Single-slot,Reflection
0.2,0.15,0.15,0.5,81.99,89.65,51.98,83.16,PlanExecute,Single-slot,ReAct,Reflection
0.2,0.15,0.2,0.45,80.24,89.77,55.77,83.89,PlanExecute,Single-slot,ReAct,Reflection
0.2,0.15,0.25,0.4,78.5,89.89,59.56,84.62,PlanExecute,Single-slot,ReAct,Reflection
0.2,0.15,0.3,0.35,76.75,90.01,63.35,85.35,PlanExecute,Single-slot,ReAct,Reflection
0.2,0.15,0.35,0.3,75.01,90.13,67.13,86.08,PlanExecute,Single-slot,ReAct,Reflection
0.2,0.15,0.4,0.25,73.27,90.25,70.92,86.81,PlanExecute,Single-slot,ReAct,Reflection
0.2,0.15,0.45,0.2,71.52,90.38,74.71,87.55,PlanExecute,Single-slot,Reflection,ReAct
0.2,0.15,0.5,0.15,69.78,90.5,78.5,88.28,PlanExecute,Single-slot,Reflection,ReAct
0.2,0.15,0.55,0.1,68.03,90.62,82.28,89.01,PlanExecute,Single-slot,Reflection,ReAct
0.2,0.15,0.6,0.05,66.29,90.74,86.07,89.74,PlanExecute,Single-slot,Reflection,ReAct
0.2,0.2,0.05,0.55,82.96,88.21,46.55,81.02,PlanExecute,ReAct,Single-slot,Reflection
0.2,0.2,0.1,0.5,81.22,88.33,50.37,81.75,PlanExecute,Single-slot,ReAct,Reflection
0.2,0.2,0.15,0.45,79.47,88.45,54.18,82.48,PlanExecute,Single-slot,ReAct,Reflection
0.2,0.2,0.2,0.4,77.73,88.57,57.97,83.21,PlanExecute,Single-slot,ReAct,Reflection
0.2,0.2,0.25,0.35,75.98,88.69,61.76,83.94,PlanExecute,Single-slot,ReAct,Reflection
0.2,0.2,0.3,0.3,74.24,88.81,65.55,84.67,PlanExecute,Single-slot,ReAct,Reflection
0.2,0.2,0.35,0.25,72.5,88.93,69.33,85.41,PlanExecute,Single-slot,ReAct,Reflection
0.2,0.2,0.4,0.2,70.75,89.05,73.12,86.14,PlanExecute,Single-slot,Reflection,ReAct
0.2,0.2,0.45,0.15,69.01,89.17,76.91,86.87,PlanExecute,Single-slot,Reflection,ReAct
0.2,0.2,0.5,0.1,67.26,89.3,80.69,87.6,PlanExecute,Single-slot,Reflection,ReAct
0.2,0.2,0.55,0.05,65.52,89.42,84.48,88.33,PlanExecute,Single-slot,Reflection,ReAct
0.2,0.25,0.05,0.5,80.45,87.01,48.77,80.34,PlanExecute,ReAct,Single-slot,Reflection
0.2,0.25,0.1,0.45,78.7,87.13,52.58,81.07,PlanExecute,Single-slot,ReAct,Reflection
0.2,0.25,0.15,0.4,76.96,87.25,56.38,81.8,PlanExecute,Single-slot,ReAct,Reflection
0.2,0.25,0.2,0.35,75.21,87.37,60.17,82.53,PlanExecute,Single-slot,ReAct,Reflection
0.2,0.25,0.25,0.3,73.47,87.49,63.96,83.26,PlanExecute,Single-slot,ReAct,Reflection
0.2,0.25,0.3,0.25,71.73,87.61,67.74,84.0,PlanExecute,Single-slot,ReAct,Reflection
0.2,0.25,0.35,0.2,69.98,87.73,71.53,84.73,PlanExecute,Single-slot,Reflection,ReAct
0.2,0.25,0.4,0.15,68.24,87.85,75.32,85.46,PlanExecute,Single-slot,Reflection,ReAct
0.2,0.25,0.45,0.1,66.49,87.97,79.1,86.19,PlanExecute,Single-slot,Reflection,ReAct
0.2,0.25,0.5,0.05,64.75,88.09,82.89,86.92,PlanExecute,Single-slot,Reflection,ReAct
0.2,0.3,0.05,0.45,77.93,85.81,50.98,79.66,PlanExecute,Single-slot,ReAct,Reflection
0.2,0.3,0.1,0.4,76.19,85.93,54.79,80.39,PlanExecute,Single-slot,ReAct,Reflection
0.2,0.3,0.15,0.35,74.44,86.05,58.58,81.12,PlanExecute,Single-slot,ReAct,Reflection
0.2,0.3,0.2,0.3,72.7,86.17,62.37,81.86,PlanExecute,Single-slot,ReAct,Reflection
0.2,0.3,0.25,0.25,70.96,86.29,66.16,82.59,PlanExecute,Single-slot,ReAct,Reflection
0.2,0.3,0.3,0.2,69.21,86.41,69.94,83.32,PlanExecute,Single-slot,Reflection,ReAct
0.2,0.3,0.35,0.15,67.47,86.53,73.73,84.05,PlanExecute,Single-slot,Reflection,ReAct
0.2,0.3,0.4,0.1,65.72,86.65,77.52,84.78,PlanExecute,Single-slot,Reflection,ReAct
0.2,0.3,0.45,0.05,63.98,86.77,81.3,85.51,PlanExecute,Single-slot,Reflection,ReAct
0.2,0.35,0.05,0.4,75.42,84.61,53.19,78.98,PlanExecute,Single-slot,ReAct,Reflection
0.2,0.35,0.1,0.35,73.68,84.73,56.99,79.72,PlanExecute,Single-slot,ReAct,Reflection
0.2,0.35,0.15,0.3,71.93,84.85,60.78,80.45,PlanExecute,Single-slot,ReAct,Reflection
0.2,0.35,0.2,0.25,70.19,84.97,64.57,81.18,PlanExecute,Single-slot,ReAct,Reflection
0.2,0.35,0.25,0.2,68.44,85.09,68.35,81.91,PlanExecute,Single-slot,ReAct,Reflection
0.2,0.35,0.3,0.15,66.7,85.21,72.14,82.64,PlanExecute,Single-slot,Reflection,ReAct
0.2,0.35,0.35,0.1,64.95,85.33,75.93,83.37,PlanExecute,Single-slot,Reflection,ReAct
0.2,0.35,0.4,0.05,63.21,85.45,79.71,84.1,PlanExecute,Single-slot,Reflection,ReAct
0.2,0.4,0.05,0.35,72.91,83.41,55.4,78.31,PlanExecute,Single-slot,ReAct,Reflection
0.2,0.4,0.1,0.3,71.16,83.53,59.19,79.04,PlanExecute,Single-slot,ReAct,Reflection
0.2,0.4,0.15,0.25,69.42,83.65,62.98,79.77,PlanExecute,Single-slot,ReAct,Reflection
0.2,0.4,0.2,0.2,67.67,83.77,66.76,80.5,PlanExecute,Single-slot,ReAct,Reflection
0.2,0.4,0.25,0.15,65.93,83.89,70.55,81.23,PlanExecute,Single-slot,Reflection,ReAct
0.2,0.4,0.3,0.1,64.18,84.01,74.34,81.96,PlanExecute,Single-slot,Reflection,ReAct
0.2,0.4,0.35,0.05,62.44,84.13,78.13,82.69,PlanExecute,Single-slot,Reflection,ReAct
0.2,0.45,0.05,0.3,70.39,82.21,57.6,77.63,PlanExecute,Single-slot,ReAct,Reflection
0.2,0.45,0.1,0.25,68.65,82.33,61.39,78.36,PlanExecute,Single-slot,ReAct,Reflection
0.2,0.45,0.15,0.2,66.9,82.45,65.18,79.09,PlanExecute,Single-slot,ReAct,Reflection
0.2,0.45,0.2,0.15,65.16,82.57,68.96,79.82,PlanExecute,Single-slot,Reflection,ReAct
0.2,0.45,0.25,0.1,63.41,82.69,72.75,80.55,PlanExecute,Single-slot,Reflection,ReAct
0.2,0.45,0.3,0.05,61.67,82.81,76.54,81.28,PlanExecute,Single-slot,Reflection,ReAct
0.2,0.5,0.05,0.25,67.88,81.01,59.8,76.95,PlanExecute,Single-slot,ReAct,Reflection
0.2,0.5,0.1,0.2,66.13,81.13,63.59,77.68,PlanExecute,Single-slot,ReAct,Reflection
0.2,0.5,0.15,0.15,64.39,81.25,67.37,78.41,PlanExecute,Single-slot,Reflection,ReAct
0.2,0.5,0.2,0.1,62.64,81.37,71.16,79.14,PlanExecute,Single-slot,Reflection,ReAct
0.2,0.5,0.25,0.05,60.9,81.49,74.95,79.87,PlanExecute,Single-slot,Reflection,ReAct
