w_outcome,w_tool,w_trajectory,w_efficiency,mean_ReAct,mean_PlanExecute,mean_Reflection,mean_Single_slot,rank1,rank2,rank3,rank4
0.1,0.4,0.4,0.1,63.57,86.3,78.98,84.53,PlanExecute,Single-slot,Reflection,ReAct
0.1,0.4,0.45,0.05,61.9,86.29,81.93,84.93,PlanExecute,Single-slot,Reflection,ReAct
0.1,0.45,0.05,0.4,73.0,85.33,59.96,80.86,PlanExecute,Single-slot,ReAct,Reflection
0.1,0.45,0.1,0.35,71.33,85.32,62.93,81.27,PlanExecute,Single-slot,ReAct,Reflection
0.1,0.45,0.15,0.3,69.66,85.31,65.88,81.68,PlanExecute,Single-slot,ReAct,Reflection
0.1,0.45,0.2,0.25,67.99,85.3,68.83,82.09,PlanExecute,Single-slot,Reflection,ReAct
0.1,0.45,0.25,0.2,66.32,85.29,71.78,82.5,PlanExecute,Single-slot,Reflection,ReAct
0.1,0.45,0.3,0.15,64.65,85.28,74.73,82.91,PlanExecute,Single-slot,Reflection,ReAct
0.1,0.45,0.35,0.1,62.97,85.27,77.69,83.32,PlanExecute,Single-slot,Reflection,ReAct
0.1,0.45,0.4,0.05,61.3,85.26,80.64,83.72,PlanExecute,Single-slot,Reflection,ReAct
0.1,0.5,0.05,0.35,70.73,84.3,61.63,80.06,PlanExecute,Single-slot,ReAct,Reflection
0.1,0.5,0.1,0.3,69.06,84.29,64.58,80.47,PlanExecute,Single-slot,ReAct,Reflection
0.1,0.5,0.15,0.25,67.39,84.28,67.54,80.88,PlanExecute,Single-slot,Reflection,ReAct
0.1,0.5,0.2,0.2,65.72,84.27,70.49,81.29,PlanExecute,Single-slot,Reflection,ReAct
0.1,0.5,0.25,0.15,64.05,84.26,73.44,81.7,PlanExecute,Single-slot,Reflection,ReAct
0.1,0.5,0.3,0.1,62.38,84.25,76.39,82.11,PlanExecute,Single-slot,Reflection,ReAct
0.1,0.5,0.35,0.05,60.71,84.24,79.34,82.52,PlanExecute,Single-slot,Reflection,ReAct
0.1,0.55,0.05,0.3,68.47,83.26,63.29,79.26,PlanExecute,Single-slot,ReAct,Reflection
0.1,0.55,0.1,0.25,66.8,83.25,66.24,79.67,PlanExecute,Single-slot,ReAct,Reflection
0.1,0.55,0.15,0.2,65.13,83.24,69.19,80.08,PlanExecute,Single-slot,Reflection,ReAct
0.1,0.55,0.2,0.15,63.46,83.24,72.15,80.49,PlanExecute,Single-slot,Reflection,ReAct
0.1,0.55,0.25,0.1,61.79,83.23,75.1,80.9,PlanExecute,Single-slot,Reflection,ReAct
0.1,0.55,0.3,0.05,60.12,83.22,78.05,81.31,PlanExecute,Single-slot,Reflection,ReAct
0.1,0.6,0.05,0.25,66.21,82.23,64.95,78.46,PlanExecute,Single-slot,ReAct,Reflection
0.1,0.6,0.1,0.2,64.54,82.22,67.9,78.87,PlanExecute,Single-slot,Reflection,ReAct
0.1,0.6,0.15,0.15,62.87,82.21,70.85,79.28,PlanExecute,Single-slot,Reflection,ReAct
0.1,0.6,0.2,0.1,61.2,82.2,73.8,79.69,PlanExecute,Single-slot,Reflection,ReAct
0.1,0.6,0.25,0.05,59.53,82.19,76.75,80.1,PlanExecute,Single-slot,Reflection,ReAct
0.1,0.65,0.05,0.2,63.94,81.2,66.6,77.66,PlanExecute,Single-slot,Reflection,ReAct
0.1,0.65,0.1,0.15,62.27,81.19,69.56,78.07,PlanExecute,Single-slot,Reflection,ReAct
0.1,0.65,0.15,0.1,60.6,81.18,72.51,78.48,PlanExecute,Single-slot,Reflection,ReAct
0.1,0.65,0.2,0.05,58.93,81.17,75.46,78.89,PlanExecute,Single-slot,Reflection,ReAct
0.1,0.7,0.05,0.15,61.68,80.17,68.26,76.86,PlanExecute,Single-slot,Reflection,ReAct
0.1,0.7,0.1,0.1,60.01,80.16,71.21,77.27,PlanExecute,Single-slot,Reflection,ReAct
0.1,0.7,0.15,0.05,58.34,80.15,74.17,77.68,PlanExecute,Single-slot,Reflection,ReAct
0.1,0.75,0.05,0.1,59.42,79.13,69.92,76.06,PlanExecute,Single-slot,Reflection,ReAct
0.1,0.75,0.1,0.05,57.75,79.12,72.87,76.47,PlanExecute,Single-slot,Reflection,ReAct
0.1,0.8,0.05,0.05,57.16,78.1,71.58,75.26,PlanExecute,Single-slot,Reflection,ReAct
0.15,0.05,0.05,0.75,89.0,91.43,47.39,85.35,PlanExecute,ReAct,Single-slot,Reflection
0.15,0.05,0.1,0.7,87.33,91.42,50.37,85.76,PlanExecute,ReAct,Single-slot,Reflection
0.15,0.05,0.15,0.65,85.66,91.41,53.35,86.17,PlanExecute,Single-slot,ReAct,Reflection
0.15,0.05,0.2,0.6,83.99,91.4,56.33,86.58,PlanExecute,Single-slot,ReAct,Reflection
0.15,0.05,0.25,0.55,82.32,91.39,59.29,86.99,PlanExecute,Single-slot,ReAct,Reflection
0.15,0.05,0.3,0.5,80.65,91.38,62.25,87.4,PlanExecute,Single-slot,ReAct,Reflection
0.15,0.05,0.35,0.45,78.98,91.37,65.2,87.8,PlanExecute,Single-slot,ReAct,Reflection
0.15,0.05,0.4,0.4,77.31,91.36,68.15,88.21,PlanExecute,Single-slot,ReAct,Reflection
0.15,0.05,0.45,0.35,75.64,91.35,71.1,88.62,PlanExecute,Single-slot,ReAct,Reflection
0.15,0.05,0.5,0.3,73.97,91.34,74.05,89.03,PlanExecute,Single-slot,Reflection,ReAct
0.15,0.05,0.55,0.25,72.3,91.33,77.01,89.44,PlanExecute,Single-slot,Reflection,ReAct
0.15,0.05,0.6,0.2,70.63,91.32,79.96,89.85,PlanExecute,Single-slot,Reflection,ReAct
0.15,0.05,0.65,0.15,68.96,91.31,82.91,90.26,PlanExecute,Single-slot,Reflection,ReAct
0.15,0.05,0.7,0.1,67.28,91.3,85.86,90.67,PlanExecute,Single-slot,Reflection,ReAct
0.15,0.05,0.75,0.05,65.61,91.29,88.81,91.08,PlanExecute,Single-slot,Reflection,ReAct
0.15,0.1,0.05,0.7,86.74,90.39,49.06,84.55,PlanExecute,ReAct,Single-slot,Reflection
0.15,0.1,0.1,0.65,85.07,90.38,52.04,84.96,PlanExecute,ReAct,Single-slot,Reflection
0.15,0.1,0.15,0.6,83.4,90.38,55.02,85.37,PlanExecute,Single-slot,ReAct,Reflection
0.15,0.1,0.2,0.55,81.73,90.37,58.0,85.78,PlanExecute,Single-slot,ReAct,Reflection
0.15,0.1,0.25,0.5,80.06,90.36,60.95,86.19,PlanExecute,Single-slot,ReAct,Reflection
0.15,0.1,0.3,0.45,78.38,90.35,63.9,86.59,PlanExecute,Single-slot,ReAct,Reflection
0.15,0.1,0.35,0.4,76.71,90.34,66.86,87.0,PlanExecute,Single-slot,ReAct,Reflection
0.15,0.1,0.4,0.35,75.04,90.33,69.81,87.41,PlanExecute,Single-slot,ReAct,Reflection
0.15,0.1,0.45,0.3,73.37,90.32,72.76,87.82,PlanExecute,Single-slot,ReAct,Reflection
0.15,0.1,0.5,0.25,71.7,90.31,75.71,88.23,PlanExecute,Single-slot,Reflection,ReAct
0.15,0.1,0.55,0.2,70.03,90.3,78.66,88.64,PlanExecute,Single-slot,Reflection,ReAct
0.15,0.1,0.6,0.15,68.36,90.29,81.61,89.05,PlanExecute,Single-slot,Reflection,ReAct
0.15,0.1,0.65,0.1,66.69,90.28,84.57,89.46,PlanExecute,Single-slot,Reflection,ReAct
0.15,0.1,0.7,0.05,65.02,90.27,87.52,89.87,PlanExecute,Single-slot,Reflection,ReAct
0.15,0.15,0.05,0.65,84.47,89.36,50.73,83.75,PlanExecute,ReAct,Single-slot,Reflection
0.15,0.15,0.1,0.6,82.8,89.35,53.71,84.16,PlanExecute,Single-slot,ReAct,Reflection
0.15,0.15,0.15,0.55,81.13,89.34,56.69,84.57,PlanExecute,Single-slot,ReAct,Reflection
0.15,0.15,0.2,0.5,79.46,89.33,59.66,84.98,PlanExecute,Single-slot,ReAct,Reflection
0.15,0.15,0.25,0.45,77.79,89.32,62.61,85.39,PlanExecute,Single-slot,ReAct,Reflection
0.15,0.15,0.3,0.4,76.12,89.31,65.56,85.79,PlanExecute,Single-slot,ReAct,Reflection
0.15,0.15,0.35,0.35,74.45,89.31,68.51,86.2,PlanExecute,Single-slot,ReAct,Reflection
0.15,0.15,0.4,0.3,72.78,89.3,71.46,86.61,PlanExecute,Single-slot,ReAct,Reflection
0.15,0.15,0.45,0.25,71.11,89.29,74.42,87.02,PlanExecute,Single-slot,Reflection,ReAct
0.15,0.15,0.5,0.2,69.44,89.28,77.37,87.43,PlanExecute,Single-slot,Reflection,ReAct
0.15,0.15,0.55,0.15,67.77,89.27,80.32,87.84,PlanExecute,Single-slot,Reflection,ReAct
0.15,0.15,0.6,0.1,66.1,89.26,83.27,88.25,PlanExecute,Single-slot,Reflection,ReAct
0.15,0.15,0.65,0.05,64.43,89.25,86.22,88.66,PlanExecute,Single-slot,Reflection,ReAct
0.15,0.2,0.05,0.6,82.21,88.33,52.4,82.95,PlanExecute,Single-slot,ReAct,Reflection
0.15,0.2,0.1,0.55,80.54,88.32,55.38,83.36,PlanExecute,Single-slot,ReAct,Reflection
0.15,0.2,0.15,0.5,78.87,88.31,58.36,83.77,PlanExecute,Single-slot,ReAct,Reflection
0.15,0.2,0.2,0.45,77.2,88.3,61.32,84.18,PlanExecute,Single-slot,ReAct,Reflection
0.15,0.2,0.25,0.4,75.53,88.29,64.27,84.58,PlanExecute,Single-slot,ReAct,Reflection
0.15,0.2,0.3,0.35,73.86,88.28,67.22,84.99,PlanExecute,Single-slot,ReAct,Reflection
0.15,0.2,0.35,0.3,72.19,88.27,70.17,85.4,PlanExecute,Single-slot,ReAct,Reflection
0.15,0.2,0.4,0.25,70.52,88.26,73.12,85.81,PlanExecute,Single-slot,Reflection,ReAct
0.15,0.2,0.45,0.2,68.85,88.25,76.07,86.22,PlanExecute,Single-slot,Reflection,ReAct
0.15,0.2,0.5,0.15,67.18,88.24,79.03,86.63,PlanExecute,Single-slot,Reflection,ReAct
0.15,0.2,0.55,0.1,65.51,88.23,81.98,87.04,PlanExecute,Single-slot,Reflection,ReAct
0.15,0.2,0.6,0.05,63.84,88.23,84.93,87.45,PlanExecute,Single-slot,Reflection,ReAct
0.15,0.25,0.05,0.55,79.95,87.3,54.07,82.15,PlanExecute,Single-slot,ReAct,Reflection
0.15,0.25,0.1,0.5,78.28,87.29,57.05,82.56,PlanExecute,Single-slot,ReAct,Reflection
0.15,0.25,0.15,0.45,76.61,87.28,60.02,82.97,PlanExecute,Single-slot,ReAct,Reflection
0.15,0.25,0.2,0.4,74.94,87.27,62.97,83.38,PlanExecute,Single-slot,ReAct,Reflection
0.15,0.25,0.25,0.35,73.27,87.26,65.92,83.78,PlanExecute,Single-slot,ReAct,Reflection
0.15,0.25,0.3,0.3,71.6,87.25,68.88,84.19,PlanExecute,Single-slot,ReAct,Reflection
0.15,0.25,0.35,0.25,69.92,87.24,71.83,84.6,PlanExecute,Single-slot,Reflection,ReAct
0.15,0.25,0.4,0.2,68.25,87.23,74.78,85.01,PlanExecute,Single-slot,Reflection,ReAct
0.15,0.25,0.45,0.15,66.58,87.22,77.73,85.42,PlanExecute,Single-slot,Reflection,ReAct
0.15,0.25,0.5,0.1,64.91,87.21,80.68,85.83,PlanExecute,Single-slot,Reflection,ReAct
0.15,0.25,0.55,0.05,63.24,87.2,83.63,86.24,PlanExecute,Single-slot,Reflection,ReAct
0.15,0.3,0.05,0.5,77.68,86.26,55.74,81.35,PlanExecute,Single-slot,ReAct,Reflection
0.15,0.3,0.1,0.45,76.01,86.25,58.72,81.76,PlanExecute,Single-slot,ReAct,Reflection
0.15,0.3,0.15,0.4,74.34,86.25,61.68,82.17,PlanExecute,Single-slot,ReAct,Reflection
0.15,0.3,0.2,0.35,72.67,86.24,64.63,82.58,PlanExecute,Single-slot,ReAct,Reflection
0.15,0.3,0.25,0.3,71.0,86.23,67.58,82.98,PlanExecute,Single-slot,ReAct,Reflection
0.15,0.3,0.3,0.25,69.33,86.22,70.53,83.39,PlanExecute,Single-slot,Reflection,ReAct
0.15,0.3,0.35,0.2,67.66,86.21,73.49,83.8,PlanExecute,Single-slot,Reflection,ReAct
0.15,0.3,0.4,0.15,65.99,86.2,76.44,84.21,PlanExecute,Single-slot,Reflection,ReAct
0.15,0.3,0.45,0.1,64.32,86.19,79.39,84.62,PlanExecute,Single-slot,Reflection,ReAct
0.15,0.3,0.5,0.05,62.65,86.18,82.34,85.03,PlanExecute,Single-slot,Reflection,ReAct
0.15,0.35,0.05,0.45,75.42,85.23,57.4,80.55,PlanExecute,Single-slot,ReAct,Reflection
0.15,0.35,0.1,0.4,73.75,85.22,60.38,80.96,PlanExecute,Single-slot,ReAct,Reflection
0.15,0.35,0.15,0.35,72.08,85.21,63.34,81.37,PlanExecute,Single-slot,ReAct,Reflection
0.15,0.35,0.2,0.3,70.41,85.2,66.29,81.77,PlanExecute,Single-slot,ReAct,Reflection
0.15,0.35,0.25,0.25,68.74,85.19,69.24,82.18,PlanExecute,Single-slot,Reflection,ReAct
0.15,0.35,0.3,0.2,67.07,85.18,72.19,82.59,PlanExecute,Single-slot,Reflection,ReAct
0.15,0.35,0.35,0.15,65.4,85.17,75.14,83.0,PlanExecute,Single-slot,Reflection,ReAct
0.15,0.35,0.4,0.1,63.73,85.17,78.09,83.41,PlanExecute,Single-slot,Reflection,ReAct
0.15,0.35,0.45,0.05,62.06,85.16,81.05,83.82,PlanExecute,Single-slot,Reflection,ReAct
0.15,0.4,0.05,0.4,73.16,84.2,59.07,79.75,PlanExecute,Single-slot,ReAct,Reflection
0.15,0.4,0.1,0.35,71.49,84.19,62.04,80.16,PlanExecute,Single-slot,ReAct,Reflection
0.15,0.4,0.15,0.3,69.82,84.18,64.99,80.57,PlanExecute,Single-slot,ReAct,Reflection
0.15,0.4,0.2,0.25,68.15,84.17,67.94,80.97,PlanExecute,Single-slot,ReAct,Reflection
0.15,0.4,0.25,0.2,66.48,84.16,70.9,81.38,PlanExecute,Single-slot,Reflection,ReAct
0.15,0.4,0.3,0.15,64.81,84.15,73.85,81.79,PlanExecute,Single-slot,Reflection,ReAct
0.15,0.4,0.35,0.1,63.14,84.14,76.8,82.2,PlanExecute,Single-slot,Reflection,ReAct
0.15,0.4,0.4,0.05,61.47,84.13,79.75,82.61,PlanExecute,Single-slot,Reflection,ReAct
0.15,0.45,0.05,0.35,70.89,83.17,60.74,78.95,PlanExecute,Single-slot,ReAct,Reflection
0.15,0.45,0.1,0.3,69.22,83.16,63.7,79.36,PlanExecute,Single-slot,ReAct,Reflection
0.15,0.45,0.15,0.25,67.55,83.15,66.65,79.76,PlanExecute,Single-slot,ReAct,Reflection
0.15,0.45,0.2,0.2,65.88,83.14,69.6,80.17,PlanExecute,Single-slot,Reflection,ReAct
0.15,0.45,0.25,0.15,64.21,83.13,72.55,80.58,PlanExecute,Single-slot,Reflection,ReAct
0.15,0.45,0.3,0.1,62.54,83.12,75.51,80.99,PlanExecute,Single-slot,Reflection,ReAct
0.15,0.45,0.35,0.05,60.87,83.11,78.46,81.4,PlanExecute,Single-slot,Reflection,ReAct
0.15,0.5,0.05,0.3,68.63,82.13,62.4,78.15,PlanExecute,Single-slot,ReAct,Reflection
0.15,0.5,0.1,0.25,66.96,82.12,65.36,78.56,PlanExecute,Single-slot,ReAct,Reflection
0.15,0.5,0.15,0.2,65.29,82.11,68.31,78.96,PlanExecute,Single-slot,Reflection,ReAct
0.15,0.5,0.2,0.15,63.62,82.11,71.26,79.37,PlanExecute,Single-slot,Reflection,ReAct
0.15,0.5,0.25,0.1,61.95,82.1,74.21,79.78,PlanExecute,Single-slot,Reflection,ReAct
0.15,0.5,0.3,0.05,60.28,82.09,77.16,80.19,PlanExecute,Single-slot,Reflection,ReAct
0.15,0.55,0.05,0.25,66.37,81.1,64.06,77.35,PlanExecute,Single-slot,ReAct,Reflection
0.15,0.55,0.1,0.2,64.7,81.09,67.01,77.75,PlanExecute,Single-slot,Reflection,ReAct
0.15,0.55,0.15,0.15,63.03,81.08,69.96,78.16,PlanExecute,Single-slot,Reflection,ReAct
0.15,0.55,0.2,0.1,61.36,81.07,72.92,78.57,PlanExecute,Single-slot,Reflection,ReAct
0.15,0.55,0.25,0.05,59.69,81.06,75.87,78.98,PlanExecute,Single-slot,Reflection,ReAct
0.15,0.6,0.05,0.2,64.11,80.07,65.72,76.55,PlanExecute,Single-slot,Reflection,ReAct
0.15,0.6,0.1,0.15,62.43,80.06,68.67,76.95,PlanExecute,Single-slot,Reflection,ReAct
0.15,0.6,0.15,0.1,60.76,80.05,71.62,77.36,PlanExecute,Single-slot,Reflection,ReAct
0.15,0.6,0.2,0.05,59.09,80.04,74.57,77.77,PlanExecute,Single-slot,Reflection,ReAct
0.15,0.65,0.05,0.15,61.84,79.04,67.38,75.75,PlanExecute,Single-slot,Reflection,ReAct
0.15,0.65,0.1,0.1,60.17,79.03,70.33,76.15,PlanExecute,Single-slot,Reflection,ReAct
0.15,0.65,0.15,0.05,58.5,79.02,73.28,76.56,PlanExecute,Single-slot,Reflection,ReAct
0.15,0.7,0.05,0.1,59.58,78.0,69.03,74.94,PlanExecute,Single-slot,Reflection,ReAct
0.15,0.7,0.1,0.05,57.91,77.99,71.99,75.35,PlanExecute,Single-slot,Reflection,ReAct
0.15,0.75,0.05,0.05,57.32,76.97,70.69,74.14,PlanExecute,Single-slot,Reflection,ReAct
0.2,0.05,0.05,0.7,86.9,89.26,48.17,83.44,PlanExecute,ReAct,Single-slot,Reflection
0.2,0.05,0.1,0.65,85.23,89.26,51.15,83.84,PlanExecute,ReAct,Single-slot,Reflection
0.2,0.05,0.15,0.6,83.56,89.25,54.13,84.25,PlanExecute,Single-slot,ReAct,Reflection
0.2,0.05,0.2,0.55,81.89,89.24,57.11,84.66,PlanExecute,Single-slot,ReAct,Reflection
0.2,0.05,0.25,0.5,80.22,89.23,60.07,85.07,PlanExecute,Single-slot,ReAct,Reflection
0.2,0.05,0.3,0.45,78.55,89.22,63.02,85.48,PlanExecute,Single-slot,ReAct,Reflection
0.2,0.05,0.35,0.4,76.88,89.21,65.97,85.89,PlanExecute,Single-slot,ReAct,Reflection
0.2,0.05,0.4,0.35,75.2,89.2,68.92,86.3,PlanExecute,Single-slot,ReAct,Reflection
0.2,0.05,0.45,0.3,73.53,89.19,71.87,86.71,PlanExecute,Single-slot,ReAct,Reflection
0.2,0.05,0.5,0.25,71.86,89.18,74.82,87.12,PlanExecute,Single-slot,Reflection,ReAct
0.2,0.05,0.55,0.2,70.19,89.17,77.78,87.52,PlanExecute,Single-slot,Reflection,ReAct
0.2,0.05,0.6,0.15,68.52,89.16,80.73,87.93,PlanExecute,Single-slot,Reflection,ReAct
0.2,0.05,0.65,0.1,66.85,89.15,83.68,88.34,PlanExecute,Single-slot,Reflection,ReAct
0.2,0.05,0.7,0.05,65.18,89.14,86.63,88.75,PlanExecute,Single-slot,Reflection,ReAct
0.2,0.1,0.05,0.65,84.63,88.23,49.84,82.63,PlanExecute,ReAct,Single-slot,Reflection
0.2,0.1,0.1,0.6,82.96,88.22,52.82,83.04,PlanExecute,Single-slot,ReAct,Reflection
0.2,0.1,0.15,0.55,81.29,88.21,55.8,83.45,PlanExecute,Single-slot,ReAct,Reflection
0.2,0.1,0.2,0.5,79.62,88.2,58.77,83.86,PlanExecute,Single-slot,ReAct,Reflection
0.2,0.1,0.25,0.45,77.95,88.19,61.72,84.27,PlanExecute,Single-slot,ReAct,Reflection
0.2,0.1,0.3,0.4,76.28,88.18,64.68,84.68,PlanExecute,Single-slot,ReAct,Reflection
0.2,0.1,0.35,0.35,74.61,88.18,67.63,85.09,PlanExecute,Single-slot,ReAct,Reflection
0.2,0.1,0.4,0.3,72.94,88.17,70.58,85.5,PlanExecute,Single-slot,ReAct,Reflection
0.2,0.1,0.45,0.25,71.27,88.16,73.53,85.91,PlanExecute,Single-slot,Reflection,ReAct
0.2,0.1,0.5,0.2,69.6,88.15,76.48,86.32,PlanExecute,Single-slot,Reflection,ReAct
0.2,0.1,0.55,0.15,67.93,88.14,79.43,86.72,PlanExecute,Single-slot,Reflection,ReAct
0.2,0.1,0.6,0.1,66.26,88.13,82.39,87.13,PlanExecute,Single-slot,Reflection,ReAct
0.2,0.1,0.65,0.05,64.59,88.12,85.34,87.54,PlanExecute,Single-slot,Reflection,ReAct
0.2,0.15,0.05,0.6,82.37,87.2,51.51,81.83,PlanExecute,ReAct,Single-slot,Reflection
0.2,0.15,0.1,0.55,80.7,87.19,54.49,82.24,PlanExecute,Single-slot,ReAct,Reflection
0.2,0.15,0.15,0.5,79.03,87.18,57.47,82.65,PlanExecute,Single-slot,ReAct,Reflection
0.2,0.15,0.2,0.45,77.36,87.17,60.43,83.06,PlanExecute,Single-slot,ReAct,Reflection
0.2,0.15,0.25,0.4,75.69,87.16,63.38,83.47,PlanExecute,Single-slot,ReAct,Reflection
0.2,0.15,0.3,0.35,74.02,87.15,66.33,83.88,PlanExecute,Single-slot,ReAct,Reflection
0.2,0.15,0.35,0.3,72.35,87.14,69.28,84.29,PlanExecute,Single-slot,ReAct,Reflection
0.2,0.15,0.4,0.25,70.68,87.13,72.24,84.7,PlanExecute,Single-slot,Reflection,ReAct
0.2,0.15,0.45,0.2,69.01,87.12,75.19,85.11,PlanExecute,Single-slot,Reflection,ReAct
0.2,0.15,0.5,0.15,67.34,87.11,78.14,85.51,PlanExecute,Single-slot,Reflection,ReAct
0.2,0.15,0.55,0.1,65.67,87.11,81.09,85.92,PlanExecute,Single-slot,Reflection,ReAct
0.2,0.15,0.6,0.05,64.0,87.1,84.04,86.33,PlanExecute,Single-slot,Reflection,ReAct
0.2,0.2,0.05,0.55,80.11,86.17,53.18,81.03,PlanExecute,Single-slot,ReAct,Reflection
0.2,0.2,0.1,0.5,78.44,86.16,56.16,81.44,PlanExecute,Single-slot,ReAct,Reflection
0.2,0.2,0.15,0.45,76.77,86.15,59.13,81.85,PlanExecute,Single-slot,ReAct,Reflection
0.2,0.2,0.2,0.4,75.1,86.14,62.09,82.26,PlanExecute,Single-slot,ReAct,Reflection
0.2,0.2,0.25,0.35,73.43,86.13,65.04,82.67,PlanExecute,Single-slot,ReAct,Reflection
0.2,0.2,0.3,0.3,71.76,86.12,67.99,83.08,PlanExecute,Single-slot,ReAct,Reflection
0.2,0.2,0.35,0.25,70.09,86.11,70.94,83.49,PlanExecute,Single-slot,Reflection,ReAct
0.2,0.2,0.4,0.2,68.42,86.1,73.89,83.9,PlanExecute,Single-slot,Reflection,ReAct
0.2,0.2,0.45,0.15,66.74,86.09,76.85,84.31,PlanExecute,Single-slot,Reflection,ReAct
0.2,0.2,0.5,0.1,65.07,86.08,79.8,84.71,PlanExecute,Single-slot,Reflection,ReAct
0.2,0.2,0.55,0.05,63.4,86.07,82.75,85.12,PlanExecute,Single-slot,Reflection,ReAct
0.2,0.25,0.05,0.5,77.84,85.13,54.85,80.23,PlanExecute,Single-slot,ReAct,Reflection
0.2,0.25,0.1,0.45,76.17,85.12,57.83,80.64,PlanExecute,Single-slot,ReAct,Reflection
0.2,0.25,0.15,0.4,74.5,85.12,60.79,81.05,PlanExecute,Single-slot,ReAct,Reflection
0.2,0.25,0.2,0.35,72.83,85.11,63.74,81.46,PlanExecute,Single-slot,ReAct,Reflection
0.2,0.25,0.25,0.3,71.16,85.1,66.7,81.87,PlanExecute,Single-slot,ReAct,Reflection
0.2,0.25,0.3,0.25,69.49,85.09,69.65,82.28,PlanExecute,Single-slot,Reflection,ReAct
0.2,0.25,0.35,0.2,67.82,85.08,72.6,82.69,PlanExecute,Single-slot,Reflection,ReAct
0.2,0.25,0.4,0.15,66.15,85.07,75.55,83.1,PlanExecute,Single-slot,Reflection,ReAct
0.2,0.25,0.45,0.1,64.48,85.06,78.5,83.5,PlanExecute,Single-slot,Reflection,ReAct
0.2,0.25,0.5,0.05,62.81,85.05,81.45,83.91,PlanExecute,Single-slot,Reflection,ReAct
0.2,0.3,0.05,0.45,75.58,84.1,56.52,79.43,PlanExecute,Single-slot,ReAct,Reflection
0.2,0.3,0.1,0.4,73.91,84.09,59.5,79.84,PlanExecute,Single-slot,ReAct,Reflection
0.2,0.3,0.15,0.35,72.24,84.08,62.45,80.25,PlanExecute,Single-slot,ReAct,Reflection
0.2,0.3,0.2,0.3,70.57,84.07,65.4,80.66,PlanExecute,Single-slot,ReAct,Reflection
0.2,0.3,0.25,0.25,68.9,84.06,68.35,81.07,PlanExecute,Single-slot,ReAct,Reflection
0.2,0.3,0.3,0.2,67.23,84.05,71.3,81.48,PlanExecute,Single-slot,Reflection,ReAct
0.2,0.3,0.35,0.15,65.56,84.05,74.26,81.89,PlanExecute,Single-slot,Reflection,ReAct
0.2,0.3,0.4,0.1,63.89,84.04,77.21,82.3,PlanExecute,Single-slot,Reflection,ReAct
0.2,0.3,0.45,0.05,62.22,84.03,80.16,82.7,PlanExecute,Single-slot,Reflection,ReAct
0.2,0.35,0.05,0.4,73.32,83.07,58.18,78.63,PlanExecute,Single-slot,ReAct,Reflection
0.2,0.35,0.1,0.35,71.65,83.06,61.15,79.04,PlanExecute,Single-slot,ReAct,Reflection
0.2,0.35,0.15,0.3,69.98,83.05,64.11,79.45,PlanExecute,Single-slot,ReAct,Reflection
0.2,0.35,0.2,0.25,68.31,83.04,67.06,79.86,PlanExecute,Single-slot,ReAct,Reflection
0.2,0.35,0.25,0.2,66.64,83.03,70.01,80.27,PlanExecute,Single-slot,Reflection,ReAct
0.2,0.35,0.3,0.15,64.97,83.02,72.96,80.68,PlanExecute,Single-slot,Reflection,ReAct
0.2,0.35,0.35,0.1,63.3,83.01,75.91,81.09,PlanExecute,Single-slot,Reflection,ReAct
0.2,0.35,0.4,0.05,61.63,83.0,78.87,81.5,PlanExecute,Single-slot,Reflection,ReAct
0.2,0.4,0.05,0.35,71.06,82.04,59.85,77.83,PlanExecute,Single-slot,ReAct,Reflection
0.2,0.4,0.1,0.3,69.38,82.03,62.81,78.24,PlanExecute,Single-slot,ReAct,Reflection
0.2,0.4,0.15,0.25,67.71,82.02,65.76,78.65,PlanExecute,Single-slot,ReAct,Reflection
0.2,0.4,0.2,0.2,66.04,82.01,68.72,79.06,PlanExecute,Single-slot,Reflection,ReAct
0.2,0.4,0.25,0.15,64.37,82.0,71.67,79.47,PlanExecute,Single-slot,Reflection,ReAct
0.2,0.4,0.3,0.1,62.7,81.99,74.62,79.88,PlanExecute,Single-slot,Reflection,ReAct
0.2,0.4,0.35,0.05,61.03,81.98,77.57,80.29,PlanExecute,Single-slot,Reflection,ReAct
0.2,0.45,0.05,0.3,68.79,81.0,61.52,77.03,PlanExecute,Single-slot,ReAct,Reflection
0.2,0.45,0.1,0.25,67.12,80.99,64.47,77.44,PlanExecute,Single-slot,ReAct,Reflection
0.2,0.45,0.15,0.2,65.45,80.99,67.42,77.85,PlanExecute,Single-slot,Reflection,ReAct
0.2,0.45,0.2,0.15,63.78,80.98,70.37,78.26,PlanExecute,Single-slot,Reflection,ReAct
0.2,0.45,0.25,0.1,62.11,80.97,73.33,78.67,PlanExecute,Single-slot,Reflection,ReAct
0.2,0.45,0.3,0.05,60.44,80.96,76.28,79.08,PlanExecute,Single-slot,Reflection,ReAct
0.2,0.5,0.05,0.25,66.53,79.97,63.18,76.23,PlanExecute,Single-slot,ReAct,Reflection
0.2,0.5,0.1,0.2,64.86,79.96,66.13,76.64,PlanExecute,Single-slot,Reflection,ReAct
0.2,0.5,0.15,0.15,63.19,79.95,69.08,77.05,PlanExecute,Single-slot,Reflection,ReAct
0.2,0.5,0.2,0.1,61.52,79.94,72.03,77.46,PlanExecute,Single-slot,Reflection,ReAct
0.2,0.5,0.25,0.05,59.85,79.93,74.98,77.87,PlanExecute,Single-slot,Reflection,ReAct
